bb_idx,MT_deepHLApan_bind,MT_deepHLApan_immuno,WT_deepHLApan_bind,WT_deepHLApan_immuno
9846,0.1636,0.5914,0.1376,0.2505
9847,0.6891,0.321,0.6266,0.0309
9848,0.6712,0.9902,0.4909,0.9833
9849,0.1014,0.5067,0.1016,0.1136
9850,0.0755,0.6851,0.0859,0.4
9851,0.0451,0.479,0.0435,0.1143
9852,0.1754,0.2234,0.1856,0.0097
9853,0.5896,0.9871,0.4678,0.9662
9854,0.2169,0.5275,0.2139,0.1767
9855,0.2181,0.5362,0.2794,0.388
9856,0.1408,0.5877,0.0799,0.1017
9857,0.6091,0.2146,0.5854,0.0032
9858,0.6602,0.9915,0.6344,0.9786
9859,0.0334,0.3011,0.0376,0.2401
9860,0.0642,0.3105,0.0752,0.3274
9861,0.2036,0.3668,0.154,0.2125
9862,0.4688,0.0377,0.4719,0.0049
9863,0.6631,0.983,0.559,0.9875
9864,0.3064,0.25,0.5461,0.088
9865,0.0801,0.2224,0.1008,0.325
9866,0.0559,0.1594,0.0403,0.0188
9867,0.2706,0.0111,0.2204,0.0013
9868,0.3939,0.98,0.1569,0.9732
9869,0.2127,0.1907,0.5399,0.1731
9870,0.1966,0.5001,0.6816,0.4268
9871,0.1344,0.2343,0.4932,0.099
9872,0.6176,0.01,0.8253,0.0087
9873,0.4448,0.9893,0.8725,0.9855
9874,0.1041,0.0912,0.1694,0.0771
9875,0.2144,0.3861,0.2885,0.3112
9876,0.0936,0.0253,0.1113,0.0112
9877,0.4979,0.0014,0.6082,0.0007
9878,0.2953,0.9923,0.2866,0.9908
9879,0.1846,0.1919,0.2166,0.0796
9880,0.5232,0.5104,0.6335,0.3954
9881,0.7988,0.051,0.8761,0.029
9882,0.8205,0.0071,0.9114,0.0022
9883,0.4897,0.9874,0.5755,0.9889
9884,0.1163,0.5216,0.1483,0.4111
9885,0.4535,0.746,0.5623,0.6163
9886,0.2647,0.1773,0.3552,0.1345
9887,0.8408,0.0426,0.8327,0.0198
9888,0.4224,0.9658,0.4634,0.9693
9889,0.2851,0.4805,0.405,0.5084
9890,0.3908,0.6723,0.4922,0.6957
9891,0.2976,0.1707,0.3499,0.151
9892,0.908,0.0397,0.9338,0.0305
9893,0.8293,0.9527,0.877,0.976
9894,0.4544,0.4467,0.4909,0.6502
9895,0.4464,0.6597,0.5433,0.7564
9896,0.2462,0.2927,0.3131,0.3103
9897,0.8267,0.1041,0.8146,0.1425
9898,0.4731,0.92,0.4734,0.9581
9899,0.5435,0.4755,0.6513,0.4709
9900,0.6738,0.7207,0.7103,0.6874
9901,0.2871,0.4109,0.3468,0.2686
9902,0.8299,0.1924,0.8783,0.1819
9903,0.4571,0.9521,0.5476,0.9636
9904,0.2853,0.3018,0.3136,0.3158
9905,0.5894,0.709,0.5999,0.6951
9906,0.4854,0.7257,0.4988,0.6188
9907,0.9216,0.4396,0.9803,0.2673
9908,0.584,0.9814,0.7739,0.9791
9909,0.6222,0.4913,0.8067,0.4578
9910,0.6529,0.7731,0.7201,0.7645
9911,0.1293,0.8534,0.1407,0.7438
9912,0.3619,0.7057,0.4499,0.4988
9913,0.7076,0.9864,0.7631,0.9833
9914,0.1527,0.3548,0.3019,0.3811
9915,0.2377,0.6463,0.2795,0.7179
9916,0.2106,0.7323,0.1849,0.5408
9917,0.5416,0.5399,0.6051,0.296
9918,0.5907,0.8921,0.6736,0.9386
9919,0.31,0.1277,0.123,0.6021
9920,0.4783,0.6196,0.4503,0.9072
9921,0.9949,0.0937,0.6828,0.3483
9922,0.9355,0.0066,0.8402,0.1739
9923,0.9957,0.9868,0.6925,0.9894
9924,0.1495,0.229,0.0841,0.5661
9925,0.3073,0.3989,0.27,0.6195
9926,0.0831,0.091,0.1252,0.2782
9927,0.5529,0.0232,0.5634,0.1719
9928,0.4344,0.9624,0.2989,0.9665
9929,0.0621,0.2969,0.0433,0.5176
9930,0.1408,0.3943,0.1498,0.723
9931,0.061,0.1549,0.0636,0.52
9932,0.4591,0.0636,0.4941,0.2552
9933,0.0829,0.9612,0.0461,0.9815
9934,0.3654,0.3042,0.3196,0.4152
9935,0.5984,0.4842,0.5377,0.6023
9936,0.2309,0.3099,0.1518,0.578
9937,0.8983,0.0794,0.886,0.2268
9938,0.449,0.9604,0.4921,0.9767
9939,0.3838,0.3392,0.312,0.2089
9940,0.5504,0.3251,0.4467,0.3677
9941,0.2131,0.3847,0.1543,0.428
9942,0.6284,0.1806,0.6685,0.1029
9943,0.3529,0.931,0.4905,0.9633
9944,0.3296,0.1277,0.3693,0.1679
9945,0.5113,0.1942,0.456,0.2881
9946,0.1298,0.1904,0.1232,0.1009
9947,0.4823,0.0103,0.5343,0.0078
9948,0.9419,0.974,0.9576,0.9822
9949,0.1627,0.3199,0.1289,0.2416
9950,0.3819,0.631,0.3546,0.5484
9951,0.2194,0.5926,0.27,0.5694
9952,0.8163,0.2007,0.7464,0.1336
9953,0.7689,0.9815,0.6642,0.9281
9954,0.5686,0.3263,0.4519,0.2012
9955,0.6559,0.6875,0.4462,0.6477
9956,0.493,0.3896,0.3775,0.3657
9957,0.8898,0.1329,0.7836,0.0732
9958,0.9996,0.9914,0.9982,0.935
9959,0.5412,0.5597,0.239,0.3705
9960,0.3777,0.9121,0.3609,0.8192
9961,0.2942,0.9084,0.1522,0.7855
9962,0.5964,0.5863,0.6275,0.5079
9963,0.7329,0.9959,0.6411,0.944
9964,0.1573,0.8791,0.0998,0.7801
9965,0.2429,0.983,0.137,0.9072
9966,0.253,0.9584,0.0685,0.8143
9967,0.7531,0.8197,0.4687,0.7822
9968,0.5631,0.9946,0.3797,0.9816
9969,0.4144,0.4262,0.4477,0.3288
9970,0.53,0.6649,0.6583,0.599
9971,0.3076,0.17,0.5909,0.0462
9972,0.8448,0.0093,0.8881,0.0042
9973,0.5439,0.9885,0.9282,0.9809
9974,0.9962,0.1644,0.9982,0.1994
9975,0.7247,0.453,0.8995,0.4315
9976,0.1022,0.012,0.0286,0.0063
9977,0.227,0.0015,0.1215,0.0015
9978,0.3665,0.9814,0.1415,0.9806
9979,0.5836,0.2708,0.6215,0.1298
9980,0.3918,0.5358,0.4971,0.3886
9981,0.5127,0.0348,0.281,0.0189
9982,0.8717,0.0025,0.7962,0.0011
9983,0.7375,0.9791,0.8163,0.9749
9984,0.4541,0.077,0.5386,0.0382
9985,0.192,0.3218,0.3326,0.2208
9986,0.2101,0.0519,0.1509,0.0073
9987,0.5554,0.0022,0.4804,0.0005
9988,0.5916,0.9725,0.4714,0.967
9989,0.2409,0.3997,0.1884,0.2435
9990,0.4154,0.5013,0.3479,0.508
9991,0.2598,0.1829,0.3741,0.1858
9992,0.6253,0.0572,0.6328,0.0161
9993,0.4161,0.947,0.3396,0.9626
9994,0.1531,0.0956,0.1483,0.1643
9995,0.2095,0.2198,0.1876,0.3496
9996,0.189,0.0425,0.1209,0.0797
9997,0.5993,0.0045,0.6691,0.0045
9998,0.7909,0.8933,0.7406,0.955
9999,0.4551,0.1161,0.339,0.2191
10000,0.3728,0.2868,0.459,0.3814
10001,0.3344,0.0665,0.3319,0.2757
10002,0.7723,0.0068,0.7383,0.0136
10003,0.4816,0.9341,0.4673,0.9816
10004,0.4178,0.1341,0.5566,0.2721
10005,0.5309,0.3574,0.6762,0.459
10006,0.4591,0.2798,0.6553,0.3561
10007,0.8871,0.0874,0.8834,0.1213
10008,0.5249,0.9443,0.4679,0.977
10009,0.4219,0.2116,0.1671,0.2923
10010,0.3469,0.4028,0.4271,0.4187
10011,0.2566,0.2871,0.1733,0.4119
10012,0.6624,0.0198,0.5161,0.1405
10013,0.5546,0.9671,0.458,0.9845
10014,0.3414,0.5432,0.3086,0.5345
10015,0.5563,0.5451,0.6942,0.5619
10016,0.2025,0.3104,0.223,0.267
10017,0.7743,0.074,0.8418,0.1096
10018,0.4136,0.9813,0.5444,0.9866
10019,0.3134,0.556,0.1648,0.5811
10020,0.3856,0.7458,0.2673,0.7062
10021,0.4702,0.8277,0.1115,0.8714
10022,0.8317,0.4826,0.6752,0.3609
10023,0.9937,0.9869,0.6574,0.9815
10024,0.8357,0.8381,0.6965,0.7232
10025,0.4785,0.859,0.2339,0.731
10026,0.0113,0.8285,0.0145,0.7308
10027,0.3369,0.3923,0.2699,0.1231
10028,0.9179,0.9936,0.8606,0.9935
10029,0.5828,0.8309,0.3944,0.7226
10030,0.5407,0.8454,0.4751,0.7771
10031,0.0745,0.9185,0.051,0.681
10032,0.5115,0.4757,0.5648,0.2362
10033,0.8119,0.9956,0.8518,0.9889
10034,0.7425,0.8132,0.5469,0.7818
10035,0.7566,0.8951,0.5689,0.883
10036,0.2705,0.92,0.2648,0.7178
10037,0.9025,0.5824,0.8745,0.4628
10038,0.8206,0.9948,0.9197,0.9887
10039,0.438,0.6798,0.3672,0.6387
10040,0.3527,0.7967,0.2063,0.7568
10041,0.022,0.7418,0.0257,0.5664
10042,0.1087,0.1653,0.1246,0.0882
10043,0.1879,0.9923,0.1708,0.9848
10044,0.1293,0.3167,0.1139,0.6579
10045,0.357,0.611,0.2173,0.8937
10046,0.1107,0.6342,0.0798,0.8221
10047,0.6231,0.0931,0.618,0.4492
10048,0.5488,0.9857,0.5426,0.9742
10049,0.2073,0.299,0.1805,0.7419
10050,0.5758,0.6865,0.4364,0.9522
10051,0.1619,0.8084,0.1413,0.9495
10052,0.5483,0.2618,0.5414,0.8078
10053,0.3116,0.9848,0.3855,0.9906
10054,0.3078,0.3916,0.2284,0.6656
10055,0.3796,0.9008,0.3312,0.9364
10056,0.339,0.5265,0.293,0.8221
10057,0.8649,0.3387,0.7709,0.7054
10058,0.8955,0.9885,0.8082,0.9869
10059,0.623,0.4543,0.7781,0.385
10060,0.6986,0.6031,0.7954,0.754
10061,0.5323,0.4722,0.7164,0.6587
10062,0.9349,0.2025,0.9505,0.3033
10063,0.9932,0.9894,0.9994,0.9646
10064,0.2924,0.5141,0.2218,0.3141
10065,0.5899,0.8139,0.6268,0.7301
10066,0.4674,0.6276,0.3911,0.7024
10067,0.934,0.3985,0.9288,0.4826
10068,0.8263,0.9803,0.781,0.9655
10069,0.3307,0.136,0.4121,0.2034
10070,0.7022,0.4078,0.7448,0.4108
10071,0.7685,0.0115,0.761,0.0093
10072,0.7374,0.0013,0.79,0.0013
10073,0.9708,0.9866,0.9727,0.9868
10074,0.2065,0.1043,0.229,0.1083
10075,0.4109,0.3005,0.4549,0.2484
10076,0.8397,0.0074,0.8137,0.0063
10077,0.7898,0.0008,0.7783,0.0007
10078,0.995,0.9814,0.9926,0.9771
10079,0.4095,0.0802,0.3664,0.062
10080,0.6771,0.2772,0.6531,0.2548
10081,0.8967,0.0062,0.8726,0.0059
10082,0.7601,0.0009,0.744,0.0009
10083,0.956,0.9799,0.9562,0.9771
10084,0.3736,0.3269,0.4114,0.2807
10085,0.4237,0.7655,0.4194,0.6279
10086,0.0975,0.162,0.1111,0.2158
10087,0.472,0.0085,0.4804,0.0048
10088,0.403,0.9909,0.4452,0.9765
10089,0.8507,0.2116,0.8582,0.0787
10090,0.9626,0.5986,0.9628,0.4696
10091,0.0124,0.1618,0.0185,0.1048
10092,0.026,0.0145,0.0395,0.0566
10093,0.006,0.9884,0.0101,0.9778
10094,0.9401,0.0424,0.9351,0.0213
10095,0.6443,0.381,0.658,0.3324
10096,0.0059,0.1323,0.006,0.1185
10097,0.1025,0.0016,0.1355,0.0009
10098,0.0158,0.9838,0.0202,0.976
10099,0.7292,0.255,0.6945,0.0936
10100,0.6833,0.5669,0.6651,0.4514
10101,0.0274,0.2079,0.0331,0.2022
10102,0.2414,0.0136,0.2533,0.0065
10103,0.0499,0.9922,0.0433,0.9859
10104,0.1387,0.2636,0.1567,0.1662
10105,0.5207,0.6889,0.5771,0.5693
10106,0.0369,0.2288,0.0322,0.2024
10107,0.3341,0.026,0.3218,0.0177
10108,0.0515,0.9913,0.0227,0.9879
10109,0.5079,0.5889,0.5724,0.5625
10110,0.5046,0.7871,0.4732,0.7668
10111,0.0828,0.4824,0.0795,0.3676
10112,0.4749,0.154,0.522,0.1706
10113,0.0962,0.9826,0.072,0.9816
10114,0.7475,0.7103,0.7499,0.6564
10115,0.5031,0.7707,0.4088,0.7346
10116,0.1256,0.6138,0.126,0.5514
10117,0.6996,0.2165,0.5858,0.2104
10118,0.9579,0.9873,0.9581,0.9904
10119,0.1769,0.0728,0.1256,0.104
10120,0.2102,0.3601,0.1462,0.3984
10121,0.0476,0.0313,0.0457,0.0386
10122,0.4877,0.0046,0.4001,0.0078
10123,0.123,0.9774,0.1614,0.9859
10124,0.2925,0.1561,0.2967,0.0648
10125,0.6344,0.4131,0.6161,0.3349
10126,0.1412,0.1222,0.1472,0.0986
10127,0.8914,0.0041,0.8479,0.0061
10128,0.7203,0.9763,0.6721,0.9809
10129,0.14,0.059,0.1126,0.0194
10130,0.1259,0.2487,0.1035,0.1385
10131,0.0227,0.0126,0.0342,0.0069
10132,0.2479,0.001,0.2149,0.0006
10133,0.3627,0.9689,0.3307,0.9601
10134,0.0265,0.1969,0.0189,0.1833
10135,0.1,0.2625,0.0808,0.1647
10136,0.2891,0.04,0.2064,0.0251
10137,0.2713,0.0017,0.2233,0.0015
10138,0.3184,0.9795,0.3205,0.9737
10139,0.1057,0.2775,0.0907,0.0945
10140,0.0434,0.2625,0.0353,0.0907
10141,0.0701,0.0041,0.0921,0.0021
10142,0.1549,0.0007,0.1557,0.0005
10143,0.3934,0.9847,0.3798,0.972
10144,0.1107,0.3404,0.1055,0.2846
10145,0.1357,0.6012,0.1223,0.4924
10146,0.0333,0.053,0.0293,0.0211
10147,0.165,0.0117,0.1999,0.0039
10148,0.1952,0.9629,0.1735,0.9555
10149,0.1538,0.1384,0.1246,0.1376
10150,0.9297,0.5655,0.9301,0.5217
10151,0.0883,0.1115,0.0673,0.0341
10152,0.2591,0.0085,0.3013,0.0057
10153,0.0516,0.9756,0.0677,0.9742
10154,0.7356,0.2261,0.6692,0.1651
10155,0.6533,0.6945,0.7101,0.6242
10156,0.2139,0.2247,0.2021,0.0819
10157,0.736,0.0205,0.7707,0.0264
10158,0.6471,0.9832,0.6416,0.9771
10159,0.2085,0.2468,0.0701,0.3285
10160,0.4837,0.5418,0.445,0.559
10161,0.2273,0.0757,0.2467,0.0639
10162,0.682,0.0074,0.7249,0.0079
10163,0.2468,0.9795,0.2672,0.9653
10164,0.1164,0.2372,0.0772,0.3044
10165,0.2535,0.6067,0.2577,0.4778
10166,0.0363,0.1796,0.0478,0.1543
10167,0.8297,0.0177,0.8332,0.028
10168,0.147,0.9861,0.1736,0.9598
10169,0.5736,0.4161,0.1226,0.507
10170,0.8119,0.8684,0.1128,0.9327
10171,0.3745,0.1107,0.0747,0.4284
10172,0.9348,0.8531,0.7768,0.8941
10173,0.4171,0.3517,0.3759,0.6302
10174,0.5701,0.8441,0.5977,0.9593
10175,0.3179,0.1749,0.2818,0.4658
10176,0.9817,0.8082,0.9938,0.9047
10177,0.699,0.3994,0.5058,0.4281
10178,0.8049,0.8437,0.7413,0.8802
10179,0.5653,0.1049,0.4228,0.1431
10180,0.9981,0.913,0.9982,0.899
10181,0.5977,0.4231,0.4727,0.4044
10182,0.8641,0.9709,0.7017,0.9737
10183,0.4729,0.5309,0.3785,0.4741
10184,0.9954,0.9808,0.9868,0.9619
10185,0.1508,0.3989,0.1541,0.3408
10186,0.2754,0.9778,0.2136,0.9829
10187,0.5125,0.6087,0.5711,0.5341
10188,0.996,0.9868,0.995,0.9769
10189,0.317,0.362,0.2999,0.2588
10190,0.1307,0.9889,0.2787,0.9803
10191,0.4791,0.4531,0.4677,0.4621
10192,0.9578,0.9761,0.9637,0.9753
10193,0.3278,0.2807,0.1189,0.3972
10194,0.331,0.9638,0.2802,0.963
10195,0.2695,0.5549,0.235,0.2667
10196,0.9083,0.9728,0.9543,0.9541
10197,0.3119,0.2185,0.1567,0.2671
10198,0.539,0.953,0.2462,0.8871
10199,0.2727,0.3326,0.3066,0.1869
10200,0.9299,0.9573,0.9644,0.9039
10201,0.5319,0.237,0.4995,0.2055
10202,0.3648,0.8771,0.2529,0.8298
10203,0.1949,0.3421,0.2713,0.0594
10204,0.9137,0.9249,0.9595,0.8454
10205,0.9565,0.327,0.8367,0.4193
10206,0.3102,0.868,0.2172,0.8808
10207,0.1752,0.309,0.1492,0.1163
10208,0.9511,0.8632,0.9331,0.8093
10209,0.771,0.3435,0.6574,0.5242
10210,0.5056,0.8809,0.4168,0.9544
10211,0.9055,0.0264,0.8382,0.2543
10212,0.9833,0.8985,0.9787,0.9319
10213,0.1925,0.2779,0.2652,0.396
10214,0.1643,0.8892,0.204,0.9495
10215,0.3497,0.0334,0.3189,0.1318
10216,0.9686,0.9053,0.9774,0.8939
10217,0.0753,0.2883,0.0502,0.4528
10218,0.0769,0.9114,0.0551,0.9553
10219,0.066,0.0094,0.0826,0.0304
10220,0.7636,0.8908,0.5665,0.9237
10221,0.0475,0.6034,0.0758,0.6606
10222,0.0749,0.9582,0.1113,0.9873
10223,0.1322,0.3575,0.1469,0.2425
10224,0.7845,0.9447,0.7709,0.9652
10225,0.4731,0.5748,0.3932,0.7141
10226,0.6983,0.943,0.647,0.993
10227,0.4117,0.3596,0.3505,0.4552
10228,0.9931,0.9344,0.9716,0.9853
10229,0.1486,0.5117,0.1321,0.5916
10230,0.4547,0.9615,0.4344,0.9874
10231,0.1567,0.2822,0.2167,0.3471
10232,0.9964,0.9402,0.9834,0.9676
10233,0.136,0.5406,0.1736,0.4391
10234,0.3277,0.9484,0.3043,0.9683
10235,0.3904,0.3625,0.396,0.2059
10236,0.8902,0.9436,0.8435,0.965
10237,0.5629,0.4163,0.4444,0.3024
10238,0.4291,0.9506,0.254,0.9519
10239,0.5976,0.2612,0.5737,0.337
10240,0.9984,0.9459,0.9876,0.9309
10241,0.7219,0.6732,0.7582,0.5726
10242,0.5982,0.9887,0.4913,0.9884
10243,0.5478,0.4004,0.6515,0.6478
10244,0.9993,0.9833,0.9973,0.9842
10245,0.7826,0.3951,0.9315,0.453
10246,0.0282,0.9441,0.2041,0.9483
10247,0.3066,0.0863,0.1406,0.2649
10248,0.9558,0.9157,0.9573,0.9258
10249,0.3753,0.3732,0.4715,0.3762
10250,0.1032,0.9354,0.2034,0.9333
10251,0.8988,0.0539,0.9069,0.1214
10252,0.9633,0.8958,0.9854,0.9081
10253,0.6048,0.2905,0.4252,0.2204
10254,0.0196,0.9145,0.0142,0.9041
10255,0.3628,0.0371,0.3408,0.0344
10256,0.9566,0.9015,0.8973,0.8958
10257,0.1419,0.1883,0.1629,0.3212
10258,0.0609,0.8702,0.0713,0.889
10259,0.0671,0.0166,0.0485,0.0742
10260,0.9964,0.8766,0.9922,0.8938
10261,0.2041,0.4321,0.2724,0.5409
10262,0.1117,0.8694,0.072,0.9712
10263,0.1861,0.0666,0.1584,0.3659
10264,0.7953,0.8265,0.8692,0.9
10265,0.277,0.4001,0.2849,0.3997
10266,0.1099,0.9341,0.0995,0.9014
10267,0.0828,0.1316,0.1289,0.1755
10268,0.4889,0.9282,0.575,0.9528
10269,0.9703,0.5491,0.9857,0.3586
10270,0.8991,0.938,0.9043,0.9073
10271,0.3236,0.2655,0.3903,0.2171
10272,0.9145,0.9453,0.9845,0.9437
10273,0.4742,0.5454,0.6877,0.3782
10274,0.3671,0.9517,0.4692,0.8983
10275,0.1467,0.2832,0.1926,0.2386
10276,0.7376,0.9622,0.9548,0.9603
10277,0.206,0.4698,0.5465,0.3207
10278,0.1486,0.9398,0.2947,0.8531
10279,0.3148,0.0749,0.5675,0.1592
10280,0.9539,0.9726,0.9973,0.9358
10281,0.185,0.7777,0.4881,0.7021
10282,0.2128,0.9951,0.2736,0.989
10283,0.3628,0.5441,0.4774,0.5431
10284,0.9622,0.9956,0.9887,0.9906
10285,0.174,0.7237,0.2598,0.6407
10286,0.2852,0.9918,0.2924,0.9855
10287,0.3763,0.4964,0.4738,0.5993
10288,0.9264,0.9876,0.939,0.9928
10289,0.2649,0.3709,0.124,0.3376
10290,0.2868,0.9424,0.1664,0.8745
10291,0.2497,0.166,0.4095,0.2371
10292,0.9903,0.9774,0.9726,0.9387
10293,0.9374,0.501,0.9283,0.6589
10294,0.6443,0.9472,0.6374,0.9293
10295,0.4858,0.1783,0.5351,0.4333
10296,0.9987,0.9836,0.9989,0.9872
10297,0.5666,0.6907,0.3952,0.7325
10298,0.2647,0.9792,0.2414,0.9781
10299,0.4991,0.0945,0.4775,0.3967
10300,0.9994,0.9558,0.9996,0.9725
10301,0.6919,0.6253,0.6719,0.7776
10302,0.6298,0.9628,0.6144,0.9573
10303,0.3659,0.0284,0.3637,0.0735
10304,0.9969,0.9106,0.9981,0.9574
10305,0.1231,0.4492,0.1281,0.5342
10306,0.3291,0.9402,0.3801,0.9535
10307,0.3203,0.0368,0.3872,0.0841
10308,0.8853,0.9075,0.8845,0.9532
10309,0.1728,0.4738,0.1577,0.4055
10310,0.1896,0.9463,0.1912,0.9177
10311,0.1996,0.1503,0.262,0.0804
10312,0.9478,0.915,0.9671,0.9636
10313,0.9664,0.6173,0.9783,0.7441
10314,0.7059,0.9707,0.7757,0.9789
10315,0.7933,0.1482,0.8106,0.2152
10316,0.998,0.9204,0.9992,0.9794
10317,0.1923,0.524,0.2145,0.6095
10318,0.0226,0.9261,0.0194,0.8985
10319,0.0672,0.0271,0.0983,0.1516
10320,0.5545,0.9212,0.7702,0.9275
10321,0.8499,0.6029,0.2834,0.5826
10322,0.6303,0.9483,0.6849,0.9193
10323,0.1743,0.017,0.4,0.0271
10324,0.92,0.9454,0.9544,0.9404
10325,0.194,0.3277,0.1549,0.5292
10326,0.9532,0.9041,0.9808,0.8605
10327,0.7003,0.2318,0.6986,0.152
10328,0.8726,0.8795,0.8666,0.9065
10329,0.8388,0.4619,0.3428,0.3309
10330,0.281,0.8964,0.2584,0.9175
10331,0.3301,0.2212,0.3097,0.3622
10332,0.9101,0.9443,0.952,0.9219
10333,0.7279,0.5804,0.6874,0.5031
10334,0.253,0.9712,0.2552,0.9637
10335,0.3618,0.5354,0.4532,0.6602
10336,0.9322,0.9718,0.9676,0.9606
10337,0.91,0.5518,0.6857,0.5829
10338,0.2866,0.9759,0.2759,0.968
10339,0.2729,0.5628,0.2234,0.4958
10340,0.9869,0.9705,0.9803,0.9595
10341,0.7264,0.5339,0.7161,0.5419
10342,0.6292,0.9482,0.7511,0.9534
10343,0.6018,0.4688,0.6009,0.4739
10344,0.9951,0.9578,0.9949,0.9448
10345,0.4652,0.3258,0.433,0.3384
10346,0.4832,0.8112,0.3504,0.8894
10347,0.6914,0.142,0.6369,0.3478
10348,0.9942,0.8695,0.9957,0.885
10349,0.4731,0.3453,0.4042,0.3926
10350,0.4698,0.8559,0.4368,0.8756
10351,0.6907,0.2184,0.696,0.3882
10352,0.9903,0.8853,0.9954,0.896
10353,0.8303,0.6931,0.9147,0.5754
10354,0.6655,0.9393,0.7433,0.9378
10355,0.4067,0.1697,0.5359,0.2785
10356,0.9936,0.9538,0.9988,0.9374
10357,0.834,0.8062,0.8074,0.7491
10358,0.4297,0.9503,0.2436,0.9411
10359,0.1884,0.0166,0.2892,0.037
10360,0.9592,0.9453,0.9916,0.9364
10361,0.62,0.521,0.7908,0.5127
10362,0.2342,0.8911,0.2472,0.9195
10363,0.4145,0.0165,0.6909,0.0295
10364,0.9928,0.8808,0.9969,0.8819
10365,0.8455,0.4878,0.8613,0.5483
10366,0.4998,0.929,0.4191,0.9643
10367,0.8425,0.1253,0.8475,0.13
10368,0.9984,0.9311,0.9985,0.9579
10369,0.041,0.3117,0.3056,0.4345
10370,0.2083,0.9213,0.2566,0.9417
10371,0.1772,0.4906,0.2544,0.3951
10372,0.8121,0.8767,0.6767,0.9563
10373,0.3119,0.308,0.2307,0.3549
10374,0.4054,0.9473,0.2987,0.9691
10375,0.3843,0.4068,0.2927,0.3316
10376,0.989,0.8716,0.9709,0.917
10377,0.9408,0.3811,0.9165,0.4319
10378,0.9622,0.9355,0.9347,0.9457
10379,0.5828,0.2336,0.4408,0.1276
10380,0.9693,0.8958,0.9894,0.9203
10381,0.7198,0.4332,0.581,0.3983
10382,0.2448,0.9697,0.1973,0.9608
10383,0.6473,0.2712,0.5721,0.1859
10384,0.9977,0.9851,0.9977,0.9752
10385,0.2332,0.1729,0.1842,0.2008
10386,0.2659,0.7869,0.2648,0.7677
10387,0.4277,0.3003,0.3469,0.3335
10388,0.9856,0.9291,0.9701,0.8882
10389,0.1339,0.1228,0.1336,0.1507
10390,0.1629,0.7315,0.1253,0.7479
10391,0.2917,0.1084,0.3234,0.2061
10392,0.9783,0.7925,0.9659,0.7937
10393,0.1472,0.2469,0.1537,0.163
10394,0.1789,0.9077,0.1696,0.8609
10395,0.1457,0.2821,0.1443,0.3175
10396,0.9405,0.8794,0.9381,0.8757
10397,0.6553,0.2134,0.4274,0.1064
10398,0.5586,0.9184,0.4124,0.8584
10399,0.6917,0.3935,0.5466,0.4047
10400,0.993,0.9328,0.993,0.9194
10401,0.8533,0.1087,0.7495,0.0688
10402,0.6934,0.6833,0.6961,0.7124
10403,0.6489,0.0455,0.6343,0.123
10404,0.9976,0.8261,0.996,0.8837
10405,0.5442,0.2653,0.517,0.3163
10406,0.7493,0.8816,0.8665,0.9114
10407,0.5481,0.3336,0.4785,0.4182
10408,0.9938,0.9528,0.9944,0.9543
10409,0.0538,0.4726,0.1423,0.4266
10410,0.1131,0.9084,0.2352,0.9294
10411,0.128,0.0107,0.3417,0.073
10412,0.6283,0.788,0.9795,0.8698
10413,0.0538,0.3591,0.1755,0.3793
10414,0.1677,0.9011,0.3006,0.932
10415,0.155,0.0129,0.262,0.0865
10416,0.9178,0.8472,0.9782,0.9222
10417,0.27,0.4488,0.3525,0.3936
10418,0.2672,0.9147,0.414,0.9336
10419,0.3125,0.1618,0.467,0.1975
10420,0.909,0.9442,0.9812,0.9411
10421,0.3438,0.332,0.384,0.3029
10422,0.037,0.8494,0.0266,0.8713
10423,0.4329,0.0144,0.3267,0.0364
10424,0.9339,0.8007,0.9474,0.8294
10425,0.2559,0.3881,0.2995,0.4631
10426,0.1814,0.8666,0.2448,0.9204
10427,0.2182,0.0831,0.2561,0.3087
10428,0.9371,0.8757,0.977,0.9
10429,0.6924,0.5893,0.8145,0.6013
10430,0.5672,0.9022,0.6944,0.9414
10431,0.1387,0.2911,0.1956,0.4009
10432,0.9292,0.802,0.9889,0.8992
10433,0.2736,0.636,0.8004,0.4986
10434,0.2574,0.9175,0.2535,0.9574
10435,0.1429,0.2689,0.2664,0.3919
10436,0.975,0.7865,0.9984,0.9145
10437,0.1562,0.5914,0.2728,0.5382
10438,0.2049,0.9406,0.2793,0.9445
10439,0.1856,0.0619,0.4256,0.0463
10440,0.9804,0.9168,0.9988,0.88
10441,0.1785,0.3789,0.7585,0.3366
10442,0.3656,0.8678,0.4916,0.8446
10443,0.1643,0.0254,0.9788,0.0083
10444,0.8336,0.7482,0.9906,0.7547
10445,0.1154,0.3703,0.1081,0.3098
10446,0.6697,0.7932,0.2033,0.7615
10447,0.3503,0.2222,0.497,0.0977
10448,0.9439,0.7837,0.9528,0.816
10449,0.3816,0.4526,0.5898,0.4197
10450,0.313,0.9119,0.4994,0.9059
10451,0.6322,0.0324,0.6785,0.0198
10452,0.9881,0.8504,0.991,0.8345
10453,0.1471,0.5177,0.1692,0.5789
10454,0.1442,0.9476,0.2041,0.9596
10455,0.1829,0.1017,0.185,0.1178
10456,0.9328,0.9157,0.9683,0.9346
10457,0.1746,0.5498,0.2815,0.576
10458,0.4132,0.9502,0.5535,0.949
10459,0.2883,0.2146,0.3458,0.1829
10460,0.987,0.868,0.9904,0.9176
10461,0.386,0.3717,0.514,0.345
