subset,isic_id,image_path,target,level,source,qbar
ITB-Edge,ISIC_6559830,D:\YJ-Agent\data\paired_dataset\light\ISIC_6559830.jpg,0,light,isic2020,0.48038
ITB-Edge,ISIC_8157972,D:\YJ-Agent\data\paired_dataset\medium\ISIC_8157972.jpg,0,medium,isic2020,0.4946400000000001
ITB-Edge,ISIC_4868262,D:\YJ-Agent\data\paired_dataset\light\ISIC_4868262.jpg,0,light,isic2020,0.41697999999999996
ITB-Edge,ISIC_0684951,D:\YJ-Agent\data\paired_dataset\light\ISIC_0684951.jpg,0,light,isic2020,0.48575999999999997
ITB-Edge,ISIC_3383481,D:\YJ-Agent\data\paired_dataset\medium\ISIC_3383481.jpg,0,medium,isic2020,0.52626
ITB-Edge,ISIC_7799968,D:\YJ-Agent\data\paired_dataset\light\ISIC_7799968.jpg,0,light,isic2020,0.45938
ITB-Edge,ISIC_7836441,D:\YJ-Agent\data\paired_dataset\medium\ISIC_7836441.jpg,0,medium,isic2020,0.47774
ITB-Edge,ISIC_3789239,D:\YJ-Agent\data\paired_dataset\light\ISIC_3789239.jpg,0,light,isic2020,0.50072
ITB-Edge,ISIC_6469202,D:\YJ-Agent\data\paired_dataset\medium\ISIC_6469202.jpg,0,medium,isic2020,0.4457999999999999
ITB-Edge,ISIC_0350875,D:\YJ-Agent\data\paired_dataset\medium\ISIC_0350875.jpg,0,medium,isic2020,0.49964000000000003
ITB-Edge,ISIC_1691050,D:\YJ-Agent\data\paired_dataset\light\ISIC_1691050.jpg,0,light,isic2020,0.47797999999999996
ITB-Edge,ISIC_7489108,D:\YJ-Agent\data\paired_dataset\medium\ISIC_7489108.jpg,0,medium,isic2020,0.49657999999999997
ITB-Edge,ISIC_2875807,D:\YJ-Agent\data\paired_dataset\light\ISIC_2875807.jpg,0,light,isic2020,0.48278
ITB-Edge,ISIC_6040311,D:\YJ-Agent\data\paired_dataset\medium\ISIC_6040311.jpg,0,medium,isic2020,0.40565999999999997
ITB-Edge,ISIC_1709900,D:\YJ-Agent\data\paired_dataset\medium\ISIC_1709900.jpg,0,medium,isic2020,0.5479399999999999
ITB-Edge,ISIC_6081738,D:\YJ-Agent\data\paired_dataset\light\ISIC_6081738.jpg,0,light,isic2020,0.48678
ITB-Edge,ISIC_3522342,D:\YJ-Agent\data\paired_dataset\light\ISIC_3522342.jpg,0,light,isic2020,0.46265999999999996
ITB-Edge,ISIC_0255997,D:\YJ-Agent\data\paired_dataset\light\ISIC_0255997.jpg,0,light,isic2020,0.48898
ITB-Edge,ISIC_1224329,D:\YJ-Agent\data\paired_dataset\light\ISIC_1224329.jpg,0,light,isic2020,0.5165
ITB-Edge,ISIC_5005149,D:\YJ-Agent\data\paired_dataset\light\ISIC_5005149.jpg,0,light,isic2020,0.5026400000000001
ITB-Edge,ISIC_0280749,D:\YJ-Agent\data\paired_dataset\light\ISIC_0280749.jpg,0,light,isic2020,0.49917999999999996
ITB-Edge,ISIC_6311570,D:\YJ-Agent\data\paired_dataset\light\ISIC_6311570.jpg,0,light,isic2020,0.5374800000000001
ITB-Edge,ISIC_5641938,D:\YJ-Agent\data\paired_dataset\light\ISIC_5641938.jpg,0,light,isic2020,0.52778
ITB-Edge,ISIC_6591140,D:\YJ-Agent\data\paired_dataset\medium\ISIC_6591140.jpg,0,medium,isic2020,0.47614
ITB-Edge,ISIC_6059541,D:\YJ-Agent\data\paired_dataset\medium\ISIC_6059541.jpg,0,medium,isic2020,0.49458
ITB-Edge,ISIC_6434203,D:\YJ-Agent\data\paired_dataset\medium\ISIC_6434203.jpg,0,medium,isic2020,0.45981999999999995
ITB-Edge,ISIC_5875181,D:\YJ-Agent\data\paired_dataset\medium\ISIC_5875181.jpg,0,medium,isic2020,0.5087600000000001
ITB-Edge,ISIC_6041346,D:\YJ-Agent\data\paired_dataset\light\ISIC_6041346.jpg,0,light,isic2020,0.49505999999999994
ITB-Edge,ISIC_8702191,D:\YJ-Agent\data\paired_dataset\medium\ISIC_8702191.jpg,0,medium,isic2020,0.53508
ITB-Edge,ISIC_6408608,D:\YJ-Agent\data\paired_dataset\light\ISIC_6408608.jpg,0,light,isic2020,0.49998000000000004
ITB-Edge,ISIC_2039579,D:\YJ-Agent\data\paired_dataset\light\ISIC_2039579.jpg,0,light,isic2020,0.44434000000000007
ITB-Edge,ISIC_6051431,D:\YJ-Agent\data\paired_dataset\medium\ISIC_6051431.jpg,0,medium,isic2020,0.5348200000000001
ITB-Edge,ISIC_5871888,D:\YJ-Agent\data\paired_dataset\light\ISIC_5871888.jpg,0,light,isic2020,0.49018000000000006
ITB-Edge,ISIC_0310231,D:\YJ-Agent\data\paired_dataset\medium\ISIC_0310231.jpg,0,medium,isic2020,0.47343999999999997
ITB-Edge,ISIC_8959550,D:\YJ-Agent\data\paired_dataset\medium\ISIC_8959550.jpg,0,medium,isic2020,0.52712
ITB-Edge,ISIC_4468439,D:\YJ-Agent\data\paired_dataset\medium\ISIC_4468439.jpg,0,medium,isic2020,0.5218999999999999
ITB-Edge,ISIC_3706743,D:\YJ-Agent\data\paired_dataset\medium\ISIC_3706743.jpg,0,medium,isic2020,0.54462
ITB-Edge,ISIC_5446957,D:\YJ-Agent\data\paired_dataset\medium\ISIC_5446957.jpg,0,medium,isic2020,0.46837999999999996
ITB-Edge,ISIC_4523238,D:\YJ-Agent\data\paired_dataset\light\ISIC_4523238.jpg,1,light,isic2020,0.51434
ITB-Edge,ISIC_2472848,D:\YJ-Agent\data\paired_dataset\medium\ISIC_2472848.jpg,0,medium,isic2020,0.48846
ITB-Edge,ISIC_2493376,D:\YJ-Agent\data\paired_dataset\light\ISIC_2493376.jpg,0,light,isic2020,0.5339600000000001
ITB-Edge,ISIC_6365318,D:\YJ-Agent\data\paired_dataset\light\ISIC_6365318.jpg,0,light,isic2020,0.53668
ITB-Edge,ISIC_9406299,D:\YJ-Agent\data\paired_dataset\medium\ISIC_9406299.jpg,0,medium,isic2020,0.44622
ITB-Edge,ISIC_4429297,D:\YJ-Agent\data\paired_dataset\light\ISIC_4429297.jpg,0,light,isic2020,0.4795400000000001
ITB-Edge,ISIC_2505880,D:\YJ-Agent\data\paired_dataset\light\ISIC_2505880.jpg,0,light,isic2020,0.46206
ITB-Edge,ISIC_6792155,D:\YJ-Agent\data\paired_dataset\medium\ISIC_6792155.jpg,0,medium,isic2020,0.44464
ITB-Edge,ISIC_6024651,D:\YJ-Agent\data\paired_dataset\medium\ISIC_6024651.jpg,0,medium,isic2020,0.40872
ITB-Edge,ISIC_7496898,D:\YJ-Agent\data\paired_dataset\medium\ISIC_7496898.jpg,0,medium,isic2020,0.4908600000000001
ITB-Edge,ISIC_5377148,D:\YJ-Agent\data\paired_dataset\light\ISIC_5377148.jpg,0,light,isic2020,0.5220199999999999
ITB-Edge,ISIC_8357679,D:\YJ-Agent\data\paired_dataset\light\ISIC_8357679.jpg,0,light,isic2020,0.45274000000000003
ITB-Edge,ISIC_6446753,D:\YJ-Agent\data\paired_dataset\light\ISIC_6446753.jpg,0,light,isic2020,0.5079
ITB-Edge,ISIC_9590080,D:\YJ-Agent\data\paired_dataset\medium\ISIC_9590080.jpg,0,medium,isic2020,0.43068
ITB-Edge,ISIC_3868662,D:\YJ-Agent\data\paired_dataset\light\ISIC_3868662.jpg,0,light,isic2020,0.495
ITB-Edge,ISIC_7754416,D:\YJ-Agent\data\paired_dataset\medium\ISIC_7754416.jpg,0,medium,isic2020,0.54236
ITB-Edge,ISIC_5646514,D:\YJ-Agent\data\paired_dataset\light\ISIC_5646514.jpg,0,light,isic2020,0.4731000000000001
ITB-Edge,ISIC_5121988,D:\YJ-Agent\data\paired_dataset\medium\ISIC_5121988.jpg,0,medium,isic2020,0.43698
ITB-Edge,ISIC_1110383,D:\YJ-Agent\data\paired_dataset\medium\ISIC_1110383.jpg,0,medium,isic2020,0.5221
ITB-Edge,ISIC_1258362,D:\YJ-Agent\data\paired_dataset\medium\ISIC_1258362.jpg,0,medium,isic2020,0.53256
ITB-Edge,ISIC_5731061,D:\YJ-Agent\data\paired_dataset\light\ISIC_5731061.jpg,0,light,isic2020,0.5404199999999999
ITB-Edge,ISIC_1195563,D:\YJ-Agent\data\paired_dataset\light\ISIC_1195563.jpg,0,light,isic2020,0.46752000000000005
ITB-Edge,ISIC_3420287,D:\YJ-Agent\data\paired_dataset\light\ISIC_3420287.jpg,0,light,isic2020,0.4673999999999999
ITB-Edge,ISIC_8036377,D:\YJ-Agent\data\paired_dataset\light\ISIC_8036377.jpg,0,light,isic2020,0.43562
ITB-Edge,ISIC_3966717,D:\YJ-Agent\data\paired_dataset\light\ISIC_3966717.jpg,0,light,isic2020,0.52364
ITB-Edge,ISIC_5617191,D:\YJ-Agent\data\paired_dataset\light\ISIC_5617191.jpg,0,light,isic2020,0.5295799999999999
ITB-Edge,ISIC_0265576,D:\YJ-Agent\data\paired_dataset\light\ISIC_0265576.jpg,0,light,isic2020,0.53172
ITB-Edge,ISIC_0922552,D:\YJ-Agent\data\paired_dataset\medium\ISIC_0922552.jpg,0,medium,isic2020,0.48035999999999995
ITB-Edge,ISIC_5991112,D:\YJ-Agent\data\paired_dataset\medium\ISIC_5991112.jpg,0,medium,isic2020,0.46577999999999997
ITB-Edge,ISIC_1139248,D:\YJ-Agent\data\paired_dataset\light\ISIC_1139248.jpg,0,light,isic2020,0.47768
ITB-Edge,ISIC_3085084,D:\YJ-Agent\data\paired_dataset\light\ISIC_3085084.jpg,0,light,isic2020,0.48814
ITB-Edge,ISIC_4103984,D:\YJ-Agent\data\paired_dataset\medium\ISIC_4103984.jpg,0,medium,isic2020,0.48466000000000004
ITB-Edge,ISIC_2423677,D:\YJ-Agent\data\paired_dataset\light\ISIC_2423677.jpg,0,light,isic2020,0.53318
ITB-Edge,ISIC_3381550,D:\YJ-Agent\data\paired_dataset\medium\ISIC_3381550.jpg,0,medium,isic2020,0.44914
ITB-Edge,ISIC_3671274,D:\YJ-Agent\data\paired_dataset\medium\ISIC_3671274.jpg,0,medium,isic2020,0.4109999999999999
ITB-Edge,ISIC_5689392,D:\YJ-Agent\data\paired_dataset\light\ISIC_5689392.jpg,0,light,isic2020,0.4236
ITB-Edge,ISIC_4317478,D:\YJ-Agent\data\paired_dataset\medium\ISIC_4317478.jpg,0,medium,isic2020,0.54384
ITB-Edge,ISIC_9929097,D:\YJ-Agent\data\paired_dataset\medium\ISIC_9929097.jpg,0,medium,isic2020,0.5163399999999999
ITB-Edge,ISIC_4391043,D:\YJ-Agent\data\paired_dataset\light\ISIC_4391043.jpg,0,light,isic2020,0.51454
ITB-Edge,ISIC_9448599,D:\YJ-Agent\data\paired_dataset\light\ISIC_9448599.jpg,0,light,isic2020,0.49624000000000007
ITB-Edge,ISIC_5638642,D:\YJ-Agent\data\paired_dataset\medium\ISIC_5638642.jpg,0,medium,isic2020,0.44028
ITB-Edge,ISIC_4603987,D:\YJ-Agent\data\paired_dataset\light\ISIC_4603987.jpg,0,light,isic2020,0.47362000000000004
ITB-Edge,ISIC_0163110,D:\YJ-Agent\data\paired_dataset\medium\ISIC_0163110.jpg,0,medium,isic2020,0.48244
ITB-Edge,ISIC_2396480,D:\YJ-Agent\data\paired_dataset\light\ISIC_2396480.jpg,0,light,isic2020,0.5142599999999999
ITB-Edge,ISIC_0769700,D:\YJ-Agent\data\paired_dataset\light\ISIC_0769700.jpg,0,light,isic2020,0.51764
ITB-Edge,ISIC_5131821,D:\YJ-Agent\data\paired_dataset\medium\ISIC_5131821.jpg,0,medium,isic2020,0.5061
ITB-Edge,ISIC_9782539,D:\YJ-Agent\data\paired_dataset\light\ISIC_9782539.jpg,0,light,isic2020,0.5055
ITB-Edge,ISIC_8150469,D:\YJ-Agent\data\paired_dataset\light\ISIC_8150469.jpg,0,light,isic2020,0.42435999999999996
ITB-Edge,ISIC_9903000,D:\YJ-Agent\data\paired_dataset\medium\ISIC_9903000.jpg,0,medium,isic2020,0.5407200000000001
ITB-Edge,ISIC_9091086,D:\YJ-Agent\data\paired_dataset\light\ISIC_9091086.jpg,0,light,isic2020,0.49529999999999996
ITB-Edge,ISIC_6283893,D:\YJ-Agent\data\paired_dataset\light\ISIC_6283893.jpg,0,light,isic2020,0.45736
ITB-Edge,ISIC_3601493,D:\YJ-Agent\data\paired_dataset\medium\ISIC_3601493.jpg,0,medium,isic2020,0.47804
ITB-Edge,ISIC_1515363,D:\YJ-Agent\data\paired_dataset\medium\ISIC_1515363.jpg,0,medium,isic2020,0.47447999999999996
ITB-Edge,ISIC_0307377,D:\YJ-Agent\data\paired_dataset\light\ISIC_0307377.jpg,0,light,isic2020,0.49624000000000007
ITB-Edge,ISIC_6342820,D:\YJ-Agent\data\paired_dataset\light\ISIC_6342820.jpg,0,light,isic2020,0.47408
ITB-Edge,ISIC_4937316,D:\YJ-Agent\data\paired_dataset\light\ISIC_4937316.jpg,0,light,isic2020,0.53746
ITB-Edge,ISIC_1508733,D:\YJ-Agent\data\paired_dataset\light\ISIC_1508733.jpg,0,light,isic2020,0.4577
ITB-Edge,ISIC_2536779,D:\YJ-Agent\data\paired_dataset\light\ISIC_2536779.jpg,0,light,isic2020,0.46414
ITB-Edge,ISIC_7901662,D:\YJ-Agent\data\paired_dataset\light\ISIC_7901662.jpg,0,light,isic2020,0.45668
ITB-Edge,ISIC_4529168,D:\YJ-Agent\data\paired_dataset\medium\ISIC_4529168.jpg,0,medium,isic2020,0.54486
ITB-Edge,ISIC_1398631,D:\YJ-Agent\data\paired_dataset\light\ISIC_1398631.jpg,0,light,isic2020,0.49572000000000005
ITB-Edge,ISIC_0593591,D:\YJ-Agent\data\paired_dataset\light\ISIC_0593591.jpg,0,light,isic2020,0.5056800000000001
ITB-Edge,ISIC_2013664,D:\YJ-Agent\data\paired_dataset\medium\ISIC_2013664.jpg,0,medium,isic2020,0.51078
ITB-Edge,ISIC_7424382,D:\YJ-Agent\data\paired_dataset\light\ISIC_7424382.jpg,0,light,isic2020,0.53792
ITB-Edge,ISIC_9232519,D:\YJ-Agent\data\paired_dataset\medium\ISIC_9232519.jpg,0,medium,isic2020,0.43600000000000005
ITB-Edge,ISIC_6565709,D:\YJ-Agent\data\paired_dataset\medium\ISIC_6565709.jpg,0,medium,isic2020,0.48495999999999995
ITB-Edge,ISIC_2282330,D:\YJ-Agent\data\paired_dataset\light\ISIC_2282330.jpg,0,light,isic2020,0.44105999999999995
ITB-Edge,ISIC_7062293,D:\YJ-Agent\data\paired_dataset\light\ISIC_7062293.jpg,0,light,isic2020,0.44205999999999995
ITB-Edge,ISIC_6449065,D:\YJ-Agent\data\paired_dataset\medium\ISIC_6449065.jpg,0,medium,isic2020,0.5295400000000001
ITB-Edge,ISIC_5678560,D:\YJ-Agent\data\paired_dataset\light\ISIC_5678560.jpg,0,light,isic2020,0.5126
ITB-Edge,ISIC_5357350,D:\YJ-Agent\data\paired_dataset\light\ISIC_5357350.jpg,0,light,isic2020,0.43972
ITB-Edge,ISIC_4325003,D:\YJ-Agent\data\paired_dataset\light\ISIC_4325003.jpg,0,light,isic2020,0.50558
ITB-Edge,ISIC_4676270,D:\YJ-Agent\data\paired_dataset\light\ISIC_4676270.jpg,1,light,isic2020,0.5207200000000001
ITB-Edge,ISIC_1075054,D:\YJ-Agent\data\paired_dataset\light\ISIC_1075054.jpg,0,light,isic2020,0.5015000000000001
ITB-Edge,ISIC_9955935,D:\YJ-Agent\data\paired_dataset\medium\ISIC_9955935.jpg,0,medium,isic2020,0.52854
ITB-Edge,ISIC_5300278,D:\YJ-Agent\data\paired_dataset\medium\ISIC_5300278.jpg,0,medium,isic2020,0.49990000000000007
ITB-Edge,ISIC_1393528,D:\YJ-Agent\data\paired_dataset\light\ISIC_1393528.jpg,0,light,isic2020,0.4450200000000001
ITB-Edge,ISIC_9989082,D:\YJ-Agent\data\paired_dataset\light\ISIC_9989082.jpg,0,light,isic2020,0.41318
ITB-Edge,ISIC_5115473,D:\YJ-Agent\data\paired_dataset\medium\ISIC_5115473.jpg,0,medium,isic2020,0.5245200000000001
ITB-Edge,ISIC_8598120,D:\YJ-Agent\data\paired_dataset\light\ISIC_8598120.jpg,0,light,isic2020,0.4908799999999999
ITB-Edge,ISIC_8689112,D:\YJ-Agent\data\paired_dataset\light\ISIC_8689112.jpg,0,light,isic2020,0.45568
ITB-Edge,ISIC_9503498,D:\YJ-Agent\data\paired_dataset\light\ISIC_9503498.jpg,0,light,isic2020,0.54714
ITB-Edge,ISIC_9749030,D:\YJ-Agent\data\paired_dataset\light\ISIC_9749030.jpg,0,light,isic2020,0.45494
ITB-Edge,ISIC_0694037,D:\YJ-Agent\data\paired_dataset\light\ISIC_0694037.jpg,0,light,isic2020,0.54228
ITB-Edge,ISIC_3559222,D:\YJ-Agent\data\paired_dataset\light\ISIC_3559222.jpg,0,light,isic2020,0.51848
ITB-Edge,ISIC_6383486,D:\YJ-Agent\data\paired_dataset\medium\ISIC_6383486.jpg,0,medium,isic2020,0.46846
ITB-Edge,ISIC_5644242,D:\YJ-Agent\data\paired_dataset\light\ISIC_5644242.jpg,0,light,isic2020,0.53662
ITB-Edge,ISIC_4755559,D:\YJ-Agent\data\paired_dataset\medium\ISIC_4755559.jpg,0,medium,isic2020,0.53136
ITB-Edge,ISIC_8375331,D:\YJ-Agent\data\paired_dataset\medium\ISIC_8375331.jpg,0,medium,isic2020,0.5167200000000001
ITB-Edge,ISIC_0270101,D:\YJ-Agent\data\paired_dataset\light\ISIC_0270101.jpg,0,light,isic2020,0.48886
ITB-Edge,ISIC_0322637,D:\YJ-Agent\data\paired_dataset\light\ISIC_0322637.jpg,0,light,isic2020,0.49656
ITB-Edge,ISIC_7629997,D:\YJ-Agent\data\paired_dataset\light\ISIC_7629997.jpg,0,light,isic2020,0.46440000000000003
ITB-Edge,ISIC_9891774,D:\YJ-Agent\data\paired_dataset\medium\ISIC_9891774.jpg,0,medium,isic2020,0.43462000000000006
ITB-Edge,ISIC_3375921,D:\YJ-Agent\data\paired_dataset\medium\ISIC_3375921.jpg,0,medium,isic2020,0.50602
ITB-Edge,ISIC_9132168,D:\YJ-Agent\data\paired_dataset\medium\ISIC_9132168.jpg,0,medium,isic2020,0.5050000000000001
ITB-Edge,ISIC_7180706,D:\YJ-Agent\data\paired_dataset\medium\ISIC_7180706.jpg,0,medium,isic2020,0.51356
ITB-Edge,ISIC_4463660,D:\YJ-Agent\data\paired_dataset\medium\ISIC_4463660.jpg,0,medium,isic2020,0.4569599999999999
ITB-Edge,ISIC_1209365,D:\YJ-Agent\data\paired_dataset\medium\ISIC_1209365.jpg,0,medium,isic2020,0.46937999999999996
ITB-Edge,ISIC_5251429,D:\YJ-Agent\data\paired_dataset\medium\ISIC_5251429.jpg,0,medium,isic2020,0.54952
ITB-Edge,ISIC_5702549,D:\YJ-Agent\data\paired_dataset\medium\ISIC_5702549.jpg,0,medium,isic2020,0.50946
ITB-Edge,ISIC_6267455,D:\YJ-Agent\data\paired_dataset\light\ISIC_6267455.jpg,0,light,isic2020,0.50578
ITB-Edge,ISIC_3635280,D:\YJ-Agent\data\paired_dataset\light\ISIC_3635280.jpg,0,light,isic2020,0.45458
ITB-Edge,ISIC_9502555,D:\YJ-Agent\data\paired_dataset\light\ISIC_9502555.jpg,0,light,isic2020,0.50088
ITB-Edge,ISIC_1155782,D:\YJ-Agent\data\paired_dataset\light\ISIC_1155782.jpg,0,light,isic2020,0.4729
ITB-Edge,ISIC_7818740,D:\YJ-Agent\data\paired_dataset\medium\ISIC_7818740.jpg,0,medium,isic2020,0.49892000000000003
ITB-Edge,ISIC_2853222,D:\YJ-Agent\data\paired_dataset\light\ISIC_2853222.jpg,0,light,isic2020,0.46030000000000004
ITB-Edge,ISIC_7233663,D:\YJ-Agent\data\paired_dataset\medium\ISIC_7233663.jpg,0,medium,isic2020,0.40404
ITB-Edge,ISIC_9940466,D:\YJ-Agent\data\paired_dataset\light\ISIC_9940466.jpg,0,light,isic2020,0.47241999999999995
ITB-Edge,ISIC_4693485,D:\YJ-Agent\data\paired_dataset\light\ISIC_4693485.jpg,0,light,isic2020,0.52378
ITB-Edge,ISIC_0448485,D:\YJ-Agent\data\paired_dataset\medium\ISIC_0448485.jpg,0,medium,isic2020,0.5323
ITB-Edge,ISIC_9002603,D:\YJ-Agent\data\paired_dataset\medium\ISIC_9002603.jpg,0,medium,isic2020,0.5175
ITB-Edge,ISIC_1607824,D:\YJ-Agent\data\paired_dataset\light\ISIC_1607824.jpg,0,light,isic2020,0.51036
ITB-Edge,ISIC_4375862,D:\YJ-Agent\data\paired_dataset\medium\ISIC_4375862.jpg,0,medium,isic2020,0.42991999999999997
ITB-Edge,ISIC_4535809,D:\YJ-Agent\data\paired_dataset\light\ISIC_4535809.jpg,0,light,isic2020,0.46296
ITB-Edge,ISIC_3652884,D:\YJ-Agent\data\paired_dataset\light\ISIC_3652884.jpg,0,light,isic2020,0.5276799999999999
ITB-Edge,ISIC_7370624,D:\YJ-Agent\data\paired_dataset\medium\ISIC_7370624.jpg,0,medium,isic2020,0.4234
ITB-Edge,ISIC_6544410,D:\YJ-Agent\data\paired_dataset\light\ISIC_6544410.jpg,0,light,isic2020,0.46826
ITB-Edge,ISIC_6000183,D:\YJ-Agent\data\paired_dataset\medium\ISIC_6000183.jpg,0,medium,isic2020,0.48772000000000004
ITB-Edge,ISIC_7040941,D:\YJ-Agent\data\paired_dataset\light\ISIC_7040941.jpg,0,light,isic2020,0.49849999999999994
ITB-Edge,ISIC_1936882,D:\YJ-Agent\data\paired_dataset\medium\ISIC_1936882.jpg,0,medium,isic2020,0.48048
ITB-Edge,ISIC_5673994,D:\YJ-Agent\data\paired_dataset\medium\ISIC_5673994.jpg,0,medium,isic2020,0.42695999999999995
ITB-Edge,ISIC_2002463,D:\YJ-Agent\data\paired_dataset\light\ISIC_2002463.jpg,0,light,isic2020,0.5161
ITB-Edge,ISIC_1302264,D:\YJ-Agent\data\paired_dataset\medium\ISIC_1302264.jpg,0,medium,isic2020,0.5330600000000001
ITB-Edge,ISIC_4148681,D:\YJ-Agent\data\paired_dataset\medium\ISIC_4148681.jpg,0,medium,isic2020,0.44446
ITB-Edge,ISIC_6619411,D:\YJ-Agent\data\paired_dataset\light\ISIC_6619411.jpg,0,light,isic2020,0.48084
ITB-Edge,ISIC_6722945,D:\YJ-Agent\data\paired_dataset\light\ISIC_6722945.jpg,0,light,isic2020,0.53922
ITB-Edge,ISIC_9305788,D:\YJ-Agent\data\paired_dataset\light\ISIC_9305788.jpg,0,light,isic2020,0.43628
ITB-Edge,ISIC_2400002,D:\YJ-Agent\data\paired_dataset\light\ISIC_2400002.jpg,0,light,isic2020,0.50742
ITB-Edge,ISIC_1104594,D:\YJ-Agent\data\paired_dataset\medium\ISIC_1104594.jpg,0,medium,isic2020,0.5404399999999999
ITB-Edge,ISIC_0220649,D:\YJ-Agent\data\paired_dataset\medium\ISIC_0220649.jpg,0,medium,isic2020,0.48685999999999996
ITB-Edge,ISIC_3100885,D:\YJ-Agent\data\paired_dataset\medium\ISIC_3100885.jpg,0,medium,isic2020,0.5095799999999999
ITB-Edge,ISIC_3994250,D:\YJ-Agent\data\paired_dataset\light\ISIC_3994250.jpg,0,light,isic2020,0.47318
ITB-Edge,ISIC_4964478,D:\YJ-Agent\data\paired_dataset\medium\ISIC_4964478.jpg,0,medium,isic2020,0.5126000000000001
ITB-Edge,ISIC_3067522,D:\YJ-Agent\data\paired_dataset\light\ISIC_3067522.jpg,0,light,isic2020,0.44072000000000006
ITB-Edge,ISIC_9152321,D:\YJ-Agent\data\paired_dataset\light\ISIC_9152321.jpg,0,light,isic2020,0.48378000000000004
ITB-Edge,ISIC_9091415,D:\YJ-Agent\data\paired_dataset\medium\ISIC_9091415.jpg,0,medium,isic2020,0.48125999999999997
ITB-Edge,ISIC_3155020,D:\YJ-Agent\data\paired_dataset\medium\ISIC_3155020.jpg,0,medium,isic2020,0.5009000000000001
ITB-Edge,ISIC_4905331,D:\YJ-Agent\data\paired_dataset\light\ISIC_4905331.jpg,0,light,isic2020,0.52552
ITB-Edge,ISIC_0963117,D:\YJ-Agent\data\paired_dataset\light\ISIC_0963117.jpg,0,light,isic2020,0.44044
ITB-Edge,ISIC_4087851,D:\YJ-Agent\data\paired_dataset\medium\ISIC_4087851.jpg,0,medium,isic2020,0.49344
ITB-Edge,ISIC_6409671,D:\YJ-Agent\data\paired_dataset\light\ISIC_6409671.jpg,0,light,isic2020,0.50478
ITB-Edge,ISIC_7975648,D:\YJ-Agent\data\paired_dataset\light\ISIC_7975648.jpg,0,light,isic2020,0.45409999999999995
ITB-Edge,ISIC_9206710,D:\YJ-Agent\data\paired_dataset\light\ISIC_9206710.jpg,0,light,isic2020,0.4951600000000001
ITB-Edge,ISIC_7635056,D:\YJ-Agent\data\paired_dataset\light\ISIC_7635056.jpg,0,light,isic2020,0.5284800000000001
ITB-Edge,ISIC_0642715,D:\YJ-Agent\data\paired_dataset\medium\ISIC_0642715.jpg,0,medium,isic2020,0.52272
ITB-Edge,ISIC_5324726,D:\YJ-Agent\data\paired_dataset\medium\ISIC_5324726.jpg,0,medium,isic2020,0.53466
ITB-Edge,ISIC_3943136,D:\YJ-Agent\data\paired_dataset\medium\ISIC_3943136.jpg,0,medium,isic2020,0.5179600000000001
ITB-Edge,ISIC_9762609,D:\YJ-Agent\data\paired_dataset\medium\ISIC_9762609.jpg,0,medium,isic2020,0.48506
ITB-Edge,ISIC_3365692,D:\YJ-Agent\data\paired_dataset\light\ISIC_3365692.jpg,0,light,isic2020,0.5151399999999999
ITB-Edge,ISIC_0755331,D:\YJ-Agent\data\paired_dataset\medium\ISIC_0755331.jpg,0,medium,isic2020,0.536
ITB-Edge,ISIC_1935643,D:\YJ-Agent\data\paired_dataset\medium\ISIC_1935643.jpg,0,medium,isic2020,0.54564
ITB-Edge,ISIC_9745038,D:\YJ-Agent\data\paired_dataset\medium\ISIC_9745038.jpg,0,medium,isic2020,0.4467999999999999
ITB-Edge,ISIC_8034587,D:\YJ-Agent\data\paired_dataset\light\ISIC_8034587.jpg,0,light,isic2020,0.54272
ITB-Edge,ISIC_8941622,D:\YJ-Agent\data\paired_dataset\light\ISIC_8941622.jpg,0,light,isic2020,0.4774999999999999
ITB-Edge,ISIC_7411244,D:\YJ-Agent\data\paired_dataset\medium\ISIC_7411244.jpg,0,medium,isic2020,0.5094399999999999
ITB-Edge,ISIC_3200264,D:\YJ-Agent\data\paired_dataset\light\ISIC_3200264.jpg,0,light,isic2020,0.51986
ITB-Edge,ISIC_5173486,D:\YJ-Agent\data\paired_dataset\light\ISIC_5173486.jpg,0,light,isic2020,0.48817999999999995
ITB-Edge,ISIC_2017991,D:\YJ-Agent\data\paired_dataset\light\ISIC_2017991.jpg,0,light,isic2020,0.48934
ITB-Edge,ISIC_9670716,D:\YJ-Agent\data\paired_dataset\medium\ISIC_9670716.jpg,0,medium,isic2020,0.46192
ITB-Edge,ISIC_3668369,D:\YJ-Agent\data\paired_dataset\light\ISIC_3668369.jpg,0,light,isic2020,0.46112000000000003
ITB-Edge,ISIC_5381502,D:\YJ-Agent\data\paired_dataset\medium\ISIC_5381502.jpg,0,medium,isic2020,0.49386
ITB-Edge,ISIC_3765394,D:\YJ-Agent\data\paired_dataset\light\ISIC_3765394.jpg,0,light,isic2020,0.54044
ITB-Edge,ISIC_8069110,D:\YJ-Agent\data\paired_dataset\light\ISIC_8069110.jpg,0,light,isic2020,0.4314799999999999
ITB-Edge,ISIC_7434918,D:\YJ-Agent\data\paired_dataset\medium\ISIC_7434918.jpg,0,medium,isic2020,0.46726
ITB-Edge,ISIC_3430953,D:\YJ-Agent\data\paired_dataset\light\ISIC_3430953.jpg,0,light,isic2020,0.5224200000000001
