image_path,subset,qbar,target,p_mc,p_det,p_ts
D:\YJ-Agent\data\raw\fitzpatrick17k\images\8ea314195479001aaa5ce386c9f45433.jpg,ITB-Diverse,0.7482,1,0.9981417655944824,0.9995580315589905,0.9652327299118042
D:\YJ-Agent\data\raw\fitzpatrick17k\images\d63873f8c596bc4d5c3025d5b3e18570.jpg,ITB-Diverse,0.1749,0,0.8954200744628906,0.9996426105499268,0.9681704044342041
D:\YJ-Agent\data\raw\fitzpatrick17k\images\fb89d4fa5b5c3696f327d14ee041942c.jpg,ITB-Diverse,0.54672,1,0.10452466458082199,0.00036091654328629375,0.03195865824818611
D:\YJ-Agent\data\raw\fitzpatrick17k\images\4e1b23118a5f89ee36b4e4b2d1d8718a.jpg,ITB-Diverse,0.6579599999999999,0,0.12836074829101562,0.00035593926440924406,0.03177424147725105
D:\YJ-Agent\data\raw\fitzpatrick17k\images\584c4f9057c17656a36c862d527000a3.jpg,ITB-Diverse,0.7161799999999999,1,0.13338783383369446,0.00036854835343547165,0.03223850205540657
D:\YJ-Agent\data\raw\fitzpatrick17k\images\edf0addcaf68ff5eb7ee399a43ecdd6d.jpg,ITB-Diverse,0.5147999999999999,0,0.9982351660728455,0.999550998210907,0.9650026559829712
D:\YJ-Agent\data\raw\fitzpatrick17k\images\ea19152434347b623f2e98c92ebd7938.jpg,ITB-Diverse,0.56816,1,0.9982199668884277,0.9995562434196472,0.9651731252670288
D:\YJ-Agent\data\raw\fitzpatrick17k\images\c4b436c20c971661c945867ea0b5dbda.jpg,ITB-Diverse,0.53998,0,0.9971163868904114,0.9995881915092468,0.9662384986877441
D:\YJ-Agent\data\raw\fitzpatrick17k\images\2fc16d5e49a3a6eae37247501df47ec4.jpg,ITB-Diverse,0.59256,0,0.998201310634613,0.9995287656784058,0.9642916917800903
D:\YJ-Agent\data\raw\fitzpatrick17k\images\283b5000560546e119c9c0f11e489935.jpg,ITB-Diverse,0.5239,0,0.34734293818473816,0.0007460307679139078,0.04318109527230263
D:\YJ-Agent\data\raw\fitzpatrick17k\images\a7d47cb7feead82596e930e692c998fa.jpg,ITB-Diverse,0.6202,0,0.9981016516685486,0.9995589852333069,0.9652631878852844
D:\YJ-Agent\data\raw\fitzpatrick17k\images\b1881c3f24c95c6950b3d9e131406edb.jpg,ITB-Diverse,0.7586999999999999,0,0.9963149428367615,0.9995600581169128,0.9652976989746094
D:\YJ-Agent\data\raw\fitzpatrick17k\images\f7b3f315e8dd70616021acef9de2171c.jpg,ITB-Diverse,0.6087200000000001,0,0.09586348384618759,0.0003796468663495034,0.032639361917972565
D:\YJ-Agent\data\raw\fitzpatrick17k\images\045b1d751bdafb3c8126c61c5caf270d.jpg,ITB-Diverse,0.67494,1,0.9946689009666443,0.9995550513267517,0.9651318788528442
D:\YJ-Agent\data\raw\fitzpatrick17k\images\5d08b1474179bb4874416b01064b56ae.jpg,ITB-Diverse,0.5142599999999999,0,0.9982110261917114,0.999552309513092,0.9650446176528931
D:\YJ-Agent\data\raw\fitzpatrick17k\images\fb324416230e80e7a13756a60ac4aef4.jpg,ITB-Diverse,0.5131600000000001,0,0.9982932209968567,0.999550998210907,0.9650018811225891
D:\YJ-Agent\data\raw\fitzpatrick17k\images\66778f0bd9a627926e02a4587faa2564.jpg,ITB-Diverse,0.6686599999999999,0,0.9973015189170837,0.9995817542076111,0.9660196304321289
D:\YJ-Agent\data\raw\fitzpatrick17k\images\bbfdf1fe7e2faf6d7ccc9a50bfd5a40f.jpg,ITB-Diverse,0.46858,0,0.9981933832168579,0.9995560050010681,0.9651636481285095
D:\YJ-Agent\data\raw\fitzpatrick17k\images\de37d75c30389a4f666c455188934583.jpg,ITB-Diverse,0.43802,0,0.997880756855011,0.9995684027671814,0.9655717015266418
D:\YJ-Agent\data\raw\fitzpatrick17k\images\1f22bb37b6605fcd1ff222d1cd398a1a.jpg,ITB-Diverse,0.5761799999999999,0,0.1321558803319931,0.00040519432513974607,0.03353622928261757
D:\YJ-Agent\data\raw\fitzpatrick17k\images\55f29d5e1fc765bc2f169bcce8578469.jpg,ITB-Diverse,0.6597999999999999,1,0.9978110194206238,0.9995635151863098,0.9654123783111572
D:\YJ-Agent\data\raw\fitzpatrick17k\images\e94e09c74439941d34a377efe9705370.jpg,ITB-Diverse,0.51422,0,0.975744903087616,0.9996249675750732,0.9675254225730896
D:\YJ-Agent\data\raw\fitzpatrick17k\images\98a86bd0a6b6d31cc399703220627eab.jpg,ITB-Diverse,0.55004,1,0.998295247554779,0.9995456337928772,0.9648285508155823
D:\YJ-Agent\data\raw\fitzpatrick17k\images\15e80bdb79a83a5336efe5efbd5ec198.jpg,ITB-Diverse,0.6664199999999999,0,0.0475490540266037,0.0003842655278276652,0.03280412033200264
D:\YJ-Agent\data\raw\fitzpatrick17k\images\b7492f6251c4b495085d9517724ff953.jpg,ITB-Diverse,0.57794,1,0.03227927163243294,0.0003675255866255611,0.03220120072364807
D:\YJ-Agent\data\raw\fitzpatrick17k\images\c22bd2de4676c4a7ea7127ec695d51be.jpg,ITB-Diverse,0.6923,0,0.17043742537498474,0.00039775457116775215,0.03327862545847893
D:\YJ-Agent\data\raw\fitzpatrick17k\images\a07a3199c7f6e3cd641f3f0f6a3b7828.jpg,ITB-Diverse,0.4427999999999999,0,0.998189389705658,0.9995610117912292,0.9653298258781433
D:\YJ-Agent\data\raw\fitzpatrick17k\images\3ea6c7a0d891d7df2541854e76f52f77.jpg,ITB-Diverse,0.5164,0,0.9869958758354187,0.9995943903923035,0.9664478898048401
D:\YJ-Agent\data\raw\fitzpatrick17k\images\1ac318835faafda88a085030d80342e1.jpg,ITB-Diverse,0.5795,0,0.9978029131889343,0.999568521976471,0.9655743837356567
D:\YJ-Agent\data\raw\fitzpatrick17k\images\caec0d124dbff29a5878bfc8cb4ec701.jpg,ITB-Diverse,0.64746,0,0.9980831146240234,0.9995667338371277,0.9655152559280396
D:\YJ-Agent\data\raw\fitzpatrick17k\images\c58e61620c951f036a85dbc758961563.jpg,ITB-Diverse,0.5846,0,0.9914652109146118,0.9996080994606018,0.9669248461723328
D:\YJ-Agent\data\raw\fitzpatrick17k\images\2a6e8c5e2bb67d8408ebcda9fd5fb728.jpg,ITB-Diverse,0.4485599999999999,0,0.9982553720474243,0.9995368719100952,0.9645463228225708
D:\YJ-Agent\data\raw\fitzpatrick17k\images\836f1defcf422295cbb2f4b1f045947a.jpg,ITB-Diverse,0.6375400000000001,0,0.11978280544281006,0.0003772656782530248,0.03255395591259003
D:\YJ-Agent\data\raw\fitzpatrick17k\images\0844ae634f0e6e7ef1f73c2aeecbae0e.jpg,ITB-Diverse,0.6638400000000001,1,0.9982019662857056,0.9995294809341431,0.9643145799636841
D:\YJ-Agent\data\raw\fitzpatrick17k\images\e6b375b8b1b7e27706623977dace3721.jpg,ITB-Diverse,0.6154399999999999,0,0.9940685629844666,0.9995847344398499,0.9661177396774292
D:\YJ-Agent\data\raw\fitzpatrick17k\images\4041e06feb46376fc77b59faf7bb1c09.jpg,ITB-Diverse,0.73262,0,0.99819415807724,0.9995531439781189,0.9650711417198181
D:\YJ-Agent\data\raw\fitzpatrick17k\images\091fbbf00816977b7f3a85ed6455b88a.jpg,ITB-Diverse,0.68192,0,0.9977232217788696,0.9995644688606262,0.9654427766799927
D:\YJ-Agent\data\raw\fitzpatrick17k\images\3e86ab3783214d777fde88c50932e337.jpg,ITB-Diverse,0.66478,0,0.9982022643089294,0.999544084072113,0.9647782444953918
D:\YJ-Agent\data\raw\fitzpatrick17k\images\c7fcb5f49fbe7fb7eeec7eaf196b299a.jpg,ITB-Diverse,0.38074,0,0.9980819821357727,0.9995591044425964,0.9652652740478516
D:\YJ-Agent\data\raw\fitzpatrick17k\images\50203f0e1cc3ccf33cd2cbfdfd475c02.jpg,ITB-Diverse,0.57402,1,0.9978936314582825,0.999572217464447,0.9656994342803955
D:\YJ-Agent\data\raw\fitzpatrick17k\images\d1b88e9484810681fe9f3814e837e8e3.jpg,ITB-Diverse,0.35122,0,0.9905206561088562,0.999580442905426,0.9659755229949951
D:\YJ-Agent\data\raw\fitzpatrick17k\images\288553b93d3ac3b60055113f052a2e69.jpg,ITB-Diverse,0.55548,0,0.05227309465408325,0.0004106562992092222,0.033723555505275726
D:\YJ-Agent\data\raw\fitzpatrick17k\images\7a9d20013b87019f62372a31dc98ac92.jpg,ITB-Diverse,0.49388,1,0.061551857739686966,0.00039813717012293637,0.03329194337129593
D:\YJ-Agent\data\raw\fitzpatrick17k\images\58b4bc079ca94e6e9377a42ca7564b40.jpg,ITB-Diverse,0.4833199999999999,0,0.9982022643089294,0.9995494484901428,0.9649533629417419
D:\YJ-Agent\data\raw\fitzpatrick17k\images\ab9ce8ae592a75fbadfa25d5c5c4a591.jpg,ITB-Diverse,0.62966,0,0.9837086796760559,0.9995787739753723,0.9659170508384705
D:\YJ-Agent\data\raw\fitzpatrick17k\images\4f0eb083a35b53705df9e3fca1f97ba2.jpg,ITB-Diverse,0.56562,0,0.9900388717651367,0.9995854496955872,0.9661445617675781
D:\YJ-Agent\data\raw\fitzpatrick17k\images\025aff11b975d92e39f0e65ba89f8603.jpg,ITB-Diverse,0.44138,0,0.9975246787071228,0.9995830655097961,0.9660621881484985
D:\YJ-Agent\data\raw\fitzpatrick17k\images\bdb668db00a5c6ac3e1f6e5af17bbc43.jpg,ITB-Diverse,0.46902,0,0.016760924831032753,0.00037006998900324106,0.0322938896715641
D:\YJ-Agent\data\raw\fitzpatrick17k\images\a2da26b8675997b23fd741920c285de4.jpg,ITB-Diverse,0.5948399999999999,0,0.9927735328674316,0.9995860457420349,0.9661626815795898
D:\YJ-Agent\data\raw\fitzpatrick17k\images\d1f747c044909bf6d6fd62d8e74bec0d.jpg,ITB-Diverse,0.67306,0,0.9951576590538025,0.9995701909065247,0.9656306505203247
D:\YJ-Agent\data\raw\fitzpatrick17k\images\1edc419cfccfb2728ee1743bc921facb.jpg,ITB-Diverse,0.6859999999999999,1,0.9982835650444031,0.9995508790016174,0.9649964570999146
D:\YJ-Agent\data\raw\fitzpatrick17k\images\fe1d319bf00127bf0cb755abddf2ee15.jpg,ITB-Diverse,0.32822,0,0.9964011311531067,0.9995684027671814,0.9655714631080627
D:\YJ-Agent\data\raw\fitzpatrick17k\images\879a89df97337da67a64ef5771537607.jpg,ITB-Diverse,0.6084,0,0.13417597115039825,0.0003701677778735757,0.03229743614792824
D:\YJ-Agent\data\raw\fitzpatrick17k\images\ffe7011351ab1c65eaeee1c3328bd239.jpg,ITB-Diverse,0.6155999999999999,0,0.054843463003635406,0.00038180657429620624,0.032716549932956696
D:\YJ-Agent\data\raw\fitzpatrick17k\images\9894fb7cce8033eb83e985a3f4215ef2.jpg,ITB-Diverse,0.66782,0,0.18573135137557983,0.0004771542444359511,0.035893600434064865
D:\YJ-Agent\data\raw\fitzpatrick17k\images\7a2e6969eb645f2aced2aaa7b309b573.jpg,ITB-Diverse,0.59378,1,0.0902896448969841,0.0003388889308553189,0.031130563467741013
D:\YJ-Agent\data\raw\fitzpatrick17k\images\49b7ba9d1e099eef5c773e5c9e1eb98e.jpg,ITB-Diverse,0.71216,0,0.9973270297050476,0.9995669722557068,0.9655237197875977
D:\YJ-Agent\data\raw\fitzpatrick17k\images\c465d8b7a4273c618cea01568be5299a.jpg,ITB-Diverse,0.47218,0,0.9978068470954895,0.9995591044425964,0.9652659296989441
D:\YJ-Agent\data\raw\fitzpatrick17k\images\163d9c550fad4704990a3d1b8183d0f8.jpg,ITB-Diverse,0.5730000000000001,1,0.9963697791099548,0.9995875954627991,0.9662184119224548
D:\YJ-Agent\data\raw\fitzpatrick17k\images\560d811d545a9fc209e18c944dce1ccd.jpg,ITB-Diverse,0.52538,0,0.9890251159667969,0.9996110796928406,0.9670297503471375
D:\YJ-Agent\data\raw\fitzpatrick17k\images\e668f37499adaead040d7d893e778cc7.jpg,ITB-Diverse,0.57082,1,0.998302161693573,0.9995478987693787,0.9649034142494202
D:\YJ-Agent\data\raw\fitzpatrick17k\images\0d9b3b69f19baf1b3db887dfbacafb26.jpg,ITB-Diverse,0.6043000000000001,1,0.99798184633255,0.9995538592338562,0.9650949239730835
D:\YJ-Agent\data\raw\fitzpatrick17k\images\4644f52d635a683a54e256e0431b6536.jpg,ITB-Diverse,0.3664,1,0.9840390086174011,0.9995556473731995,0.9651519060134888
D:\YJ-Agent\data\raw\fitzpatrick17k\images\4bbde8eda98ed74b06fef1239666abc7.jpg,ITB-Diverse,0.5111399999999999,0,0.10248782485723495,0.00035582255804911256,0.03176989406347275
D:\YJ-Agent\data\raw\fitzpatrick17k\images\4ebb78e463dd08523ced087cb11b1650.jpg,ITB-Diverse,0.50018,0,0.9982224702835083,0.9995586276054382,0.965252161026001
D:\YJ-Agent\data\raw\fitzpatrick17k\images\b582f9ec2a329edfbe814680a81a0354.jpg,ITB-Diverse,0.58128,1,0.1905480921268463,0.0004916694015264511,0.03634271398186684
D:\YJ-Agent\data\raw\fitzpatrick17k\images\df9e4edca170f2777fc317793b707dca.jpg,ITB-Diverse,0.55222,0,0.09004773944616318,0.0003599563497118652,0.031923189759254456
D:\YJ-Agent\data\raw\fitzpatrick17k\images\4c57a9eec4b544ae4dae4a56a6d9f8cf.jpg,ITB-Diverse,0.50426,1,0.9980740547180176,0.9995622038841248,0.9653690457344055
D:\YJ-Agent\data\raw\fitzpatrick17k\images\0c37d4b561d3d0a756a511714c642aa2.jpg,ITB-Diverse,0.58698,0,0.9976397752761841,0.9995514750480652,0.9650161862373352
D:\YJ-Agent\data\raw\fitzpatrick17k\images\c189dc271fd1ac6dd7c389e43129368e.jpg,ITB-Diverse,0.5483800000000001,0,0.20112808048725128,0.0004567463183775544,0.0352480374276638
D:\YJ-Agent\data\raw\fitzpatrick17k\images\f78395e7569fea6aa0263b0680b39fed.jpg,ITB-Diverse,0.59494,1,0.9982531666755676,0.9995667338371277,0.9655165076255798
D:\YJ-Agent\data\raw\fitzpatrick17k\images\21e91e9d65e6534fa888a54a9614cc3b.jpg,ITB-Diverse,0.39648,0,0.1108529195189476,0.00037802226142957807,0.03258112445473671
D:\YJ-Agent\data\raw\fitzpatrick17k\images\fe1b5bdbdc4fe7d8e81b6bd90037d556.jpg,ITB-Diverse,0.74192,0,0.9981551170349121,0.9995484948158264,0.9649205207824707
D:\YJ-Agent\data\raw\fitzpatrick17k\images\4c6e412b4f3f5b743e7fbc2a2c535eef.jpg,ITB-Diverse,0.4282,0,0.9978976249694824,0.9995392560958862,0.9646222591400146
D:\YJ-Agent\data\raw\fitzpatrick17k\images\bb6e7390c63e78607a7308076972713a.jpg,ITB-Diverse,0.4431,1,0.9692867398262024,0.9996150732040405,0.9671725034713745
D:\YJ-Agent\data\raw\fitzpatrick17k\images\d70ef35696ee05225deb89cf2b01fb7b.jpg,ITB-Diverse,0.3133599999999999,0,0.9978626370429993,0.9995624423027039,0.9653760194778442
D:\YJ-Agent\data\raw\fitzpatrick17k\images\248f9241c4e76abbf049ba8b06e968ff.jpg,ITB-Diverse,0.50876,1,0.1776471585035324,0.0004230346530675888,0.0341426357626915
D:\YJ-Agent\data\raw\fitzpatrick17k\images\0c1362716817d36a2f2828708c2a652d.jpg,ITB-Diverse,0.61136,0,0.9972421526908875,0.9995396137237549,0.9646347165107727
D:\YJ-Agent\data\raw\fitzpatrick17k\images\c951893aa5552892e025fa04da7d968b.jpg,ITB-Diverse,0.7324200000000001,0,0.11228614300489426,0.0004057307669427246,0.033554695546627045
D:\YJ-Agent\data\raw\fitzpatrick17k\images\05b4debef1cc8590443062871df80713.jpg,ITB-Diverse,0.61766,0,0.09315448999404907,0.00041388641693629324,0.03383363410830498
D:\YJ-Agent\data\raw\fitzpatrick17k\images\2b071d32641b1600bbbe60008331d726.jpg,ITB-Diverse,0.5769,0,0.03695753961801529,0.0003555631556082517,0.03176024183630943
D:\YJ-Agent\data\raw\fitzpatrick17k\images\b30468853e0ad984dfbf53fceee5942f.jpg,ITB-Diverse,0.47064,1,0.13144558668136597,0.00035013005253858864,0.03155704215168953
D:\YJ-Agent\data\raw\fitzpatrick17k\images\c05b03bcef867fca1e842f5226089b2c.jpg,ITB-Diverse,0.6336799999999999,1,0.9970731735229492,0.999570906162262,0.9656562805175781
D:\YJ-Agent\data\raw\fitzpatrick17k\images\68476b3b6a6e1ba81d58e67f845cd706.jpg,ITB-Diverse,0.46268,0,0.5904850959777832,0.1841224879026413,0.3451148569583893
D:\YJ-Agent\data\raw\fitzpatrick17k\images\c273d2ad583d0c0d4031734914ca6c76.jpg,ITB-Diverse,0.4834999999999999,0,0.684600830078125,0.9934009909629822,0.8963819742202759
D:\YJ-Agent\data\raw\fitzpatrick17k\images\cd9875059a12da6235552ef1bfe6b306.jpg,ITB-Diverse,0.4312600000000001,1,0.9968715906143188,0.9995792508125305,0.965933084487915
D:\YJ-Agent\data\raw\fitzpatrick17k\images\0e9e79e3884112fdccf813ffebd698ea.jpg,ITB-Diverse,0.395,1,0.9979230165481567,0.9995601773262024,0.9653011560440063
D:\YJ-Agent\data\raw\fitzpatrick17k\images\e89b0dc455f91346e87beb4fdda74b47.jpg,ITB-Diverse,0.64866,1,0.9978915452957153,0.9995633959770203,0.9654083847999573
D:\YJ-Agent\data\raw\fitzpatrick17k\images\9053e2c5b440c0c91ad2176f25a9c10c.jpg,ITB-Diverse,0.43018,0,0.2075493335723877,0.0004818152519874275,0.03603869304060936
D:\YJ-Agent\data\raw\fitzpatrick17k\images\9fdc1b6cbd53425309eebafbd3c4ec55.jpg,ITB-Diverse,0.44708,0,0.9972856640815735,0.9995569586753845,0.9651946425437927
D:\YJ-Agent\data\raw\fitzpatrick17k\images\d6e33dbc4cba47c723140b7f2448d22b.jpg,ITB-Diverse,0.6713600000000001,0,0.8270173072814941,0.9995852112770081,0.9661363363265991
D:\YJ-Agent\data\raw\fitzpatrick17k\images\3975cb19ffaee90ea9185c17b032c9a9.jpg,ITB-Diverse,0.5166000000000001,1,0.7427911758422852,0.997533917427063,0.9297584295272827
D:\YJ-Agent\data\raw\fitzpatrick17k\images\cb7085277de61ca9601240e2c242f902.jpg,ITB-Diverse,0.57436,1,0.05681530386209488,0.00037125396193005145,0.03233687952160835
D:\YJ-Agent\data\raw\fitzpatrick17k\images\08d902368cddeb593b139629ef3d46fd.jpg,ITB-Diverse,0.5864800000000001,0,0.12649691104888916,0.00041696184780448675,0.0339379608631134
D:\YJ-Agent\data\raw\fitzpatrick17k\images\d7d2accfc2047164b1aa504ea0f2011f.jpg,ITB-Diverse,0.45718,0,0.03596103563904762,0.0003950378159061074,0.03318383917212486
D:\YJ-Agent\data\raw\fitzpatrick17k\images\3d5972853c51fcccb918e53b04b3b6f7.jpg,ITB-Diverse,0.57356,0,0.08575085550546646,0.00037297813105396926,0.032399341464042664
D:\YJ-Agent\data\raw\fitzpatrick17k\images\a07d58a0a2d13823ee977d0f2c399450.jpg,ITB-Diverse,0.61982,1,0.9982349276542664,0.9995542168617249,0.9651058912277222
D:\YJ-Agent\data\raw\fitzpatrick17k\images\acdfb34401937b38a1534333925fd5b8.jpg,ITB-Diverse,0.6442,0,0.9967145323753357,0.9995726943016052,0.9657145738601685
D:\YJ-Agent\data\raw\fitzpatrick17k\images\4e28e2e586e563db2112ad1afa25fcf0.jpg,ITB-Diverse,0.70854,1,0.9979074597358704,0.9995442032814026,0.9647819995880127
D:\YJ-Agent\data\raw\fitzpatrick17k\images\3028c091dea3db00b7d5f01dce96268d.jpg,ITB-Diverse,0.54894,0,0.6146160364151001,0.2910535931587219,0.4053816795349121
D:\YJ-Agent\data\raw\fitzpatrick17k\images\226eb6eac324bfcd76598eb7a602d318.jpg,ITB-Diverse,0.39774,0,0.9977550506591797,0.9995743632316589,0.9657684564590454
D:\YJ-Agent\data\raw\fitzpatrick17k\images\f36c9770eaa4a9c1545c575115f358d2.jpg,ITB-Diverse,0.48206,0,0.12069080024957657,0.0003573288267944008,0.03182588145136833
D:\YJ-Agent\data\raw\fitzpatrick17k\images\ef5608af30faac7773fed034987555c7.jpg,ITB-Diverse,0.6003000000000001,0,0.057589221745729446,0.00037847948260605335,0.032597530633211136
D:\YJ-Agent\data\raw\fitzpatrick17k\images\07e59cf4b5bec072d420fffb61251e7e.jpg,ITB-Diverse,0.5539799999999999,0,0.9953150153160095,0.9995912909507751,0.9663414359092712
D:\YJ-Agent\data\raw\fitzpatrick17k\images\d10722216af2bab5bfc450259169f9fe.jpg,ITB-Diverse,0.3849399999999999,1,0.9103521704673767,0.9996535778045654,0.9685849547386169
D:\YJ-Agent\data\raw\fitzpatrick17k\images\00591a0d2c107c55088ca8509c54d374.jpg,ITB-Diverse,0.5363399999999999,0,0.9980399012565613,0.9995520710945129,0.9650374054908752
D:\YJ-Agent\data\raw\fitzpatrick17k\images\c85a414180c75d978fb7259f2781b72e.jpg,ITB-Diverse,0.76362,1,0.9967962503433228,0.9995751976966858,0.9657993912696838
D:\YJ-Agent\data\raw\fitzpatrick17k\images\1ed6aae0dfd02537f8766b57d8fd950e.jpg,ITB-Diverse,0.52614,0,0.9976778030395508,0.9995623230934143,0.9653730392456055
D:\YJ-Agent\data\raw\fitzpatrick17k\images\e3752d5f0c08eb700921b641fbc15cdb.jpg,ITB-Diverse,0.4894,0,0.03434700518846512,0.0003539560129866004,0.03170032799243927
D:\YJ-Agent\data\raw\fitzpatrick17k\images\297ee70fefe78b688233154f8befb1e3.jpg,ITB-Diverse,0.69506,0,0.9982933402061462,0.9995418787002563,0.9647072553634644
D:\YJ-Agent\data\raw\fitzpatrick17k\images\6028cd884378e0c5b3a0e6ad16b1ccee.jpg,ITB-Diverse,0.54174,0,0.13550157845020294,0.000393278751289472,0.03312225639820099
D:\YJ-Agent\data\raw\fitzpatrick17k\images\11ec5e67228a41fd31638ab87aba7e0b.jpg,ITB-Diverse,0.47084,0,0.06550786644220352,0.0003502442268654704,0.03156132251024246
D:\YJ-Agent\data\raw\fitzpatrick17k\images\72bcd875e7a573b4139883059e69328d.jpg,ITB-Diverse,0.51662,1,0.9954668283462524,0.9995779395103455,0.965889036655426
D:\YJ-Agent\data\raw\fitzpatrick17k\images\64ac709a505775c19e96b55f0278aa61.jpg,ITB-Diverse,0.6862199999999999,1,0.9976598620414734,0.9995701909065247,0.965630829334259
D:\YJ-Agent\data\raw\fitzpatrick17k\images\5b2049836ccfcae60ff88426f1e802f8.jpg,ITB-Diverse,0.5033200000000001,0,0.052759744226932526,0.0003718991356436163,0.032360274344682693
D:\YJ-Agent\data\raw\fitzpatrick17k\images\0f644501a2c12e1bf8edf3ac59103ae4.jpg,ITB-Diverse,0.4452399999999999,1,0.9981703162193298,0.9995622038841248,0.9653686881065369
D:\YJ-Agent\data\raw\fitzpatrick17k\images\b5fa3405377953a1b7de9049a4d3e4dc.jpg,ITB-Diverse,0.58672,1,0.9738630652427673,0.9996013045310974,0.9666874408721924
D:\YJ-Agent\data\raw\fitzpatrick17k\images\676f85482f70457d101a36e96491ffdd.jpg,ITB-Diverse,0.6615800000000001,0,0.07823806256055832,0.0004583758127409965,0.03530021011829376
D:\YJ-Agent\data\raw\fitzpatrick17k\images\d58998ebb0839c54404e9f55bf8a5d2a.jpg,ITB-Diverse,0.5734999999999999,1,0.11582925170660019,0.0003381927963346243,0.031103886663913727
D:\YJ-Agent\data\raw\fitzpatrick17k\images\b96e8a26ea41658a5fb1056ca764b2d8.jpg,ITB-Diverse,0.77854,0,0.99834805727005,0.9995543360710144,0.9651097059249878
D:\YJ-Agent\data\raw\fitzpatrick17k\images\f80306379e420cd0581d9d1ed493d283.jpg,ITB-Diverse,0.61692,0,0.058341216295957565,0.0004004896618425846,0.03337366133928299
D:\YJ-Agent\data\raw\fitzpatrick17k\images\51d670159c39e23b2e0c179deeeaf582.jpg,ITB-Diverse,0.5327,0,0.1156824380159378,0.0003718782390933484,0.032359521836042404
D:\YJ-Agent\data\raw\fitzpatrick17k\images\a372c4246bb07974d37eb3d544e6e86a.jpg,ITB-Diverse,0.3901199999999999,0,0.11100542545318604,0.00035130613832734525,0.0316011905670166
D:\YJ-Agent\data\raw\fitzpatrick17k\images\11091acb3d813645939b04ce84511d63.jpg,ITB-Diverse,0.45752,0,0.032410360872745514,0.00036154245026409626,0.03198174387216568
D:\YJ-Agent\data\raw\fitzpatrick17k\images\f1c06ae789abed0425b017fc77eb16e5.jpg,ITB-Diverse,0.45522,1,0.9735973477363586,0.9995997548103333,0.9666347503662109
D:\YJ-Agent\data\raw\fitzpatrick17k\images\fe0d0f2a52c0dd67cdeef523867e4a0b.jpg,ITB-Diverse,0.45384,0,0.9974114298820496,0.99956876039505,0.9655855894088745
D:\YJ-Agent\data\raw\fitzpatrick17k\images\ff5fbdbf0d3221c3ba5628b50fc0aa41.jpg,ITB-Diverse,0.61944,1,0.9981676936149597,0.9995459914207458,0.9648410677909851
D:\YJ-Agent\data\raw\fitzpatrick17k\images\227aabac4aa7eca8fa4b9fb2abddc5a0.jpg,ITB-Diverse,0.44366,1,0.1311945617198944,0.00044611055636778474,0.034904733300209045
D:\YJ-Agent\data\raw\fitzpatrick17k\images\7968132651f55521ffa79fbe23e93202.jpg,ITB-Diverse,0.6392800000000001,0,0.7366487383842468,0.9974537491798401,0.9288516640663147
D:\YJ-Agent\data\raw\fitzpatrick17k\images\617f9ddb778028f305520a92ac052c68.jpg,ITB-Diverse,0.45372,1,0.9979897737503052,0.9995502829551697,0.9649807810783386
D:\YJ-Agent\data\raw\fitzpatrick17k\images\9115af5fe60e955b6e307b72738b6edd.jpg,ITB-Diverse,0.53102,0,0.09523999691009521,0.0003901293966919184,0.033011604100465775
D:\YJ-Agent\data\raw\fitzpatrick17k\images\e4e6247b65749ac9939b1465693e9bfb.jpg,ITB-Diverse,0.66102,1,0.997594952583313,0.9995654225349426,0.9654743671417236
D:\YJ-Agent\data\raw\fitzpatrick17k\images\371c578b2b298f59e97b620924576ff9.jpg,ITB-Diverse,0.5527200000000001,0,0.9980161786079407,0.9995573163032532,0.9652069807052612
D:\YJ-Agent\data\raw\fitzpatrick17k\images\b2dcd42e04260dcbd208c41b7b3d69ce.jpg,ITB-Diverse,0.57572,0,0.998256504535675,0.9995514750480652,0.9650189876556396
D:\YJ-Agent\data\raw\fitzpatrick17k\images\78eecc6d7f51738709494571e6bdb2a4.jpg,ITB-Diverse,0.5014000000000001,0,0.14321699738502502,0.0004424041835591197,0.03478395193815231
D:\YJ-Agent\data\raw\fitzpatrick17k\images\e5ad8f497e1246ffd4ef79b930670250.jpg,ITB-Diverse,0.39838,1,0.998009979724884,0.999566376209259,0.9655051231384277
D:\YJ-Agent\data\raw\fitzpatrick17k\images\ec95e0ba919f48a7af7ea190fe54f51b.jpg,ITB-Diverse,0.60158,0,0.4651315212249756,0.0014362877700477839,0.05646347999572754
D:\YJ-Agent\data\raw\fitzpatrick17k\images\ba5c98245ab81dcc2641dddc4f311adb.jpg,ITB-Diverse,0.65178,0,0.9983686804771423,0.9995483756065369,0.9649174213409424
D:\YJ-Agent\data\raw\fitzpatrick17k\images\e6867e2c7f181aded4471840c0848bc3.jpg,ITB-Diverse,0.4527599999999999,0,0.9976482391357422,0.999574601650238,0.9657788276672363
D:\YJ-Agent\data\raw\fitzpatrick17k\images\bacdff57d52bc03f218661afc71fe01d.jpg,ITB-Diverse,0.37636,0,0.5670334696769714,0.03471451997756958,0.1929606795310974
D:\YJ-Agent\data\raw\fitzpatrick17k\images\3791b30f96733f69b473c8d2fcf3998b.jpg,ITB-Diverse,0.5938,1,0.09914407879114151,0.00034818012500181794,0.03148366138339043
D:\YJ-Agent\data\raw\fitzpatrick17k\images\e7ca753cce87114c55d45a556ac789ef.jpg,ITB-Diverse,0.37234,0,0.9974234700202942,0.9995693564414978,0.9656020402908325
