bb_idx,MT_ICERFIRE
3807,0.097326
3808,0.088595
3809,0.085221
3810,0.100308
3811,0.086642
3812,0.095359
3813,0.096234
3814,0.087225
3815,0.107806
3816,0.091613
3817,0.102082
3818,0.100511
3819,0.112633
3820,0.115434
3821,0.123229
3822,0.112633
3823,0.112633
3824,0.12243
3825,0.146559
3826,0.109042
3827,0.111875
3828,0.111875
3829,0.12243
3830,0.111725
3831,0.090105
3832,0.087337
3833,0.088793
3834,0.102926
3835,0.090769
3836,0.094019
3837,0.176318
3838,0.176793
3839,0.172066
3840,0.172066
3841,0.214633
3842,0.163646
3843,0.157166
3844,0.188174
3845,0.147642
3846,0.213073
3847,0.213073
3848,0.211247
3849,0.181226
3850,0.188174
3851,0.147642
3852,0.181226
3853,0.188174
3854,0.188174
3855,0.150751
3856,0.186033
3857,0.200496
3858,0.226973
3859,0.186033
3860,0.200496
3861,0.165127
3862,0.190461
3863,0.178445
3864,0.226973
3865,0.198649
3866,0.169227
3867,0.160169
3868,0.156589
3869,0.160169
3870,0.160169
3871,0.168152
3872,0.168152
3873,0.215967
3874,0.178129
3875,0.215967
3876,0.181565
3877,0.215967
3878,0.215967
3879,0.136952
3880,0.174234
3881,0.181565
3882,0.181565
3883,0.178129
3884,0.161633
3885,0.164855
3886,0.164855
3887,0.167141
3888,0.155531
3889,0.137087
3890,0.164855
3891,0.192653
3892,0.219311
3893,0.200421
3894,0.200421
3895,0.12574
3896,0.200421
3897,0.108485
3898,0.117897
3899,0.188911
3900,0.188911
3901,0.117897
3902,0.106136
3903,0.190568
3904,0.138818
3905,0.197374
3906,0.186927
3907,0.252839
3908,0.389273
3909,0.106753
3910,0.102886
3911,0.084931
3912,0.102674
3913,0.100784
3914,0.115545
3915,0.143552
3916,0.117215
3917,0.13722
3918,0.168606
3919,0.118037
3920,0.115545
3921,0.120556
3922,0.125961
3923,0.119678
3924,0.121538
3925,0.123743
3926,0.132367
3927,0.151791
3928,0.154124
3929,0.122586
3930,0.144753
3931,0.154124
3932,0.133718
3933,0.100508
3934,0.147252
3935,0.151167
3936,0.15164
3937,0.153845
3938,0.153443
3939,0.142144
3940,0.153845
3941,0.151167
3942,0.15164
3943,0.153845
3944,0.153443
3945,0.092738
3946,0.089053
3947,0.088899
3948,0.091001
3949,0.093946
3950,0.102462
3951,0.099956
3952,0.083469
3953,0.085287
3954,0.087269
3955,0.087218
3956,0.085734
3957,0.131443
3958,0.093652
3959,0.096271
3960,0.095006
3961,0.093504
3962,0.091614
3963,0.089044
3964,0.102757
3965,0.096271
3966,0.087911
3967,0.091283
3968,0.097944
3969,0.117467
3970,0.118499
3971,0.122222
3972,0.130767
3973,0.118277
3974,0.118277
3975,0.148237
3976,0.14261
3977,0.099315
3978,0.130767
3979,0.14261
3980,0.14261
3981,0.120754
3982,0.12345
3983,0.113374
3984,0.116703
3985,0.123344
3986,0.12345
3987,0.132888
3988,0.165791
3989,0.116684
3990,0.161963
3991,0.151924
3992,0.12345
3993,0.132888
3994,0.162245
3995,0.16225
3996,0.16225
3997,0.162245
3998,0.149996
3999,0.099488
4000,0.110598
4001,0.184393
4002,0.184393
4003,0.144136
4004,0.143667
4005,0.10075
4006,0.130177
4007,0.163694
4008,0.162454
4009,0.155503
4010,0.139591
4011,0.090747
4012,0.107538
4013,0.094214
4014,0.177471
4015,0.090292
4016,0.090758
4017,0.120893
4018,0.129638
4019,0.139483
4020,0.177471
4021,0.120752
4022,0.12986
4023,0.144344
4024,0.133809
4025,0.130171
4026,0.12418
4027,0.114992
4028,0.122775
4029,0.200291
4030,0.172012
4031,0.240902
4032,0.185017
4033,0.168923
4034,0.171781
4035,0.189281
4036,0.203132
4037,0.156099
4038,0.18992
4039,0.203132
4040,0.203132
4041,0.144952
4042,0.18869
4043,0.186263
4044,0.186263
4045,0.18869
4046,0.187549
4047,0.147022
4048,0.167658
4049,0.161074
4050,0.186263
4051,0.161647
4052,0.148094
