bb_idx,nettepi_Comb,nettepi_Rank,nettepi_score,pending_DTU_consent
15530,0.036,50.0,0.036,True
15531,,,,True
15532,,,,True
15533,,,,True
15534,0.231,4.0,0.231,True
15535,0.041,50.0,0.041,True
15536,,,,True
15537,,,,True
15538,,,,True
15539,,,,True
15540,,,,True
15541,,,,True
15542,,,,True
15543,,,,True
15544,,,,True
15545,,,,True
15546,,,,True
15547,,,,True
15548,,,,True
15549,,,,True
15550,,,,True
15551,,,,True
15552,,,,True
15553,,,,True
15554,,,,True
15555,,,,True
15556,,,,True
15557,,,,True
15558,,,,True
15559,,,,True
15560,,,,True
15561,,,,True
15562,,,,True
15563,,,,True
15564,,,,True
15565,,,,True
15566,,,,True
15567,,,,True
15568,,,,True
15569,,,,True
15570,,,,True
15571,,,,True
15572,,,,True
15573,,,,True
15574,,,,True
15575,,,,True
15576,,,,True
15577,,,,True
15578,,,,True
15579,,,,True
15580,,,,True
15581,,,,True
15582,,,,True
15583,,,,True
15584,,,,True
15585,,,,True
15586,,,,True
15587,,,,True
15588,,,,True
15589,,,,True
15590,,,,True
15591,,,,True
15592,,,,True
15593,,,,True
15594,,,,True
15595,,,,True
15596,,,,True
15597,,,,True
15598,,,,True
15599,,,,True
15600,,,,True
15601,,,,True
15602,,,,True
15603,,,,True
15604,,,,True
15605,,,,True
15606,,,,True
15607,,,,True
15608,,,,True
15609,,,,True
15610,,,,True
15611,,,,True
15612,,,,True
15613,,,,True
15614,0.032,50.0,0.032,True
15615,0.165,5.0,0.165,True
15616,,,,True
15617,,,,True
15618,,,,True
15619,0.072,32.0,0.072,True
15620,0.045,50.0,0.045,True
15621,,,,True
15622,,,,True
15623,,,,True
15624,0.573,0.25,0.573,True
15625,0.072,32.0,0.072,True
15626,,,,True
15627,,,,True
15628,,,,True
15629,0.057,50.0,0.057,True
15630,0.07,32.0,0.07,True
15631,,,,True
15632,,,,True
15633,,,,True
15634,0.044,50.0,0.044,True
15635,0.391,1.5,0.391,True
15636,,,,True
15637,,,,True
15638,,,,True
15639,0.022,50.0,0.022,True
15640,0.02,50.0,0.02,True
15641,,,,True
15642,,,,True
15643,,,,True
15644,0.014,50.0,0.014,True
15645,0.008,50.0,0.008,True
15646,,,,True
15647,,,,True
15648,,,,True
15649,0.024,50.0,0.024,True
15650,0.35,2.0,0.35,True
15651,,,,True
15652,,,,True
15653,,,,True
15654,0.014,50.0,0.014,True
15655,0.018,50.0,0.018,True
15656,,,,True
15657,,,,True
15658,,,,True
15659,0.114,10.0,0.114,True
15660,0.045,50.0,0.045,True
15661,,,,True
15662,,,,True
15663,,,,True
15664,0.061,50.0,0.061,True
15665,0.053,50.0,0.053,True
15666,,,,True
15667,,,,True
15668,,,,True
15669,0.035,50.0,0.035,True
15670,0.04,50.0,0.04,True
15671,,,,True
15672,,,,True
15673,,,,True
15674,0.041,50.0,0.041,True
15675,0.122,8.0,0.122,True
15676,,,,True
15677,,,,True
15678,,,,True
15679,0.044,50.0,0.044,True
15680,0.044,50.0,0.044,True
15681,,,,True
15682,,,,True
15683,,,,True
15684,0.067,32.0,0.067,True
15685,0.049,50.0,0.049,True
15686,,,,True
15687,,,,True
15688,,,,True
15689,0.189,5.0,0.189,True
15690,0.057,50.0,0.057,True
15691,,,,True
15692,,,,True
15693,,,,True
15694,0.035,50.0,0.035,True
15695,0.042,50.0,0.042,True
15696,,,,True
15697,,,,True
15698,,,,True
15699,0.592,0.17,0.592,True
15700,0.057,50.0,0.057,True
15701,,,,True
15702,,,,True
15703,,,,True
15704,0.075,32.0,0.075,True
15705,0.088,15.0,0.088,True
15706,,,,True
15707,,,,True
15708,,,,True
15709,0.064,32.0,0.064,True
15710,0.074,32.0,0.074,True
15711,,,,True
15712,,,,True
15713,,,,True
15714,0.032,50.0,0.032,True
15715,0.087,15.0,0.087,True
15716,,,,True
15717,,,,True
15718,,,,True
15719,0.021,50.0,0.021,True
15720,0.018,50.0,0.018,True
15721,,,,True
15722,,,,True
15723,,,,True
15724,0.021,50.0,0.021,True
15725,0.032,50.0,0.032,True
15726,,,,True
15727,,,,True
15728,,,,True
15729,0.02,50.0,0.02,True
15730,0.056,50.0,0.056,True
15731,,,,True
15732,,,,True
15733,,,,True
15734,0.018,50.0,0.018,True
15735,0.03,50.0,0.03,True
15736,,,,True
15737,,,,True
15738,,,,True
15739,0.103,15.0,0.103,True
15740,0.051,50.0,0.051,True
15741,,,,True
15742,,,,True
15743,,,,True
15744,0.045,50.0,0.045,True
15745,0.046,50.0,0.046,True
15746,,,,True
15747,,,,True
15748,,,,True
15749,0.044,50.0,0.044,True
15750,0.07,32.0,0.07,True
15751,,,,True
15752,,,,True
15753,,,,True
15754,0.043,50.0,0.043,True
15755,0.052,50.0,0.052,True
15756,,,,True
15757,,,,True
15758,,,,True
15759,0.062,32.0,0.062,True
15760,0.05,50.0,0.05,True
15761,,,,True
15762,,,,True
15763,,,,True
15764,0.111,15.0,0.111,True
15765,0.049,50.0,0.049,True
15766,,,,True
15767,,,,True
15768,,,,True
15769,0.233,4.0,0.233,True
15770,0.041,50.0,0.041,True
15771,,,,True
15772,,,,True
15773,,,,True
15774,0.069,32.0,0.069,True
15775,0.07,32.0,0.07,True
15776,,,,True
15777,,,,True
15778,,,,True
15779,0.066,32.0,0.066,True
15780,0.076,20.0,0.076,True
15781,,,,True
15782,,,,True
15783,,,,True
15784,0.038,50.0,0.038,True
15785,0.035,50.0,0.035,True
15786,,,,True
15787,,,,True
15788,,,,True
15789,0.023,50.0,0.023,True
15790,0.081,20.0,0.081,True
15791,,,,True
15792,,,,True
15793,,,,True
15794,0.028,50.0,0.028,True
15795,0.037,50.0,0.037,True
15796,,,,True
15797,,,,True
15798,,,,True
15799,0.011,50.0,0.011,True
15800,0.007,50.0,0.007,True
15801,,,,True
15802,,,,True
15803,,,,True
15804,0.018,50.0,0.018,True
15805,0.108,10.0,0.108,True
15806,,,,True
15807,,,,True
15808,,,,True
15809,0.015,50.0,0.015,True
15810,0.031,50.0,0.031,True
15811,,,,True
15812,,,,True
15813,,,,True
15814,0.052,50.0,0.052,True
15815,0.032,50.0,0.032,True
15816,,,,True
15817,,,,True
15818,,,,True
15819,0.05,50.0,0.05,True
15820,0.063,32.0,0.063,True
15821,,,,True
15822,,,,True
15823,,,,True
15824,0.034,50.0,0.034,True
15825,0.038,50.0,0.038,True
15826,,,,True
15827,,,,True
15828,,,,True
15829,0.044,50.0,0.044,True
15830,0.051,50.0,0.051,True
15831,,,,True
15832,,,,True
15833,,,,True
15834,0.117,10.0,0.117,True
15835,0.042,50.0,0.042,True
15836,,,,True
15837,,,,True
15838,,,,True
15839,0.033,50.0,0.033,True
15840,0.132,7.0,0.132,True
15841,,,,True
15842,,,,True
15843,,,,True
15844,0.084,20.0,0.084,True
15845,0.079,20.0,0.079,True
15846,,,,True
15847,,,,True
15848,,,,True
15849,0.061,50.0,0.061,True
15850,0.044,50.0,0.044,True
15851,,,,True
15852,,,,True
15853,,,,True
15854,0.041,50.0,0.041,True
15855,0.037,50.0,0.037,True
15856,,,,True
15857,,,,True
15858,,,,True
15859,0.031,50.0,0.031,True
15860,0.522,0.8,0.522,True
15861,,,,True
15862,,,,True
15863,,,,True
15864,0.035,50.0,0.035,True
15865,0.027,50.0,0.027,True
15866,,,,True
15867,,,,True
15868,,,,True
15869,0.028,50.0,0.028,True
15870,0.023,50.0,0.023,True
15871,,,,True
15872,,,,True
15873,,,,True
15874,0.025,50.0,0.025,True
15875,0.129,7.0,0.129,True
15876,,,,True
15877,,,,True
15878,,,,True
15879,0.019,50.0,0.019,True
15880,0.026,50.0,0.026,True
15881,,,,True
15882,,,,True
15883,,,,True
15884,0.084,20.0,0.084,True
15885,0.064,32.0,0.064,True
15886,,,,True
15887,,,,True
15888,,,,True
15889,0.049,50.0,0.049,True
15890,0.049,50.0,0.049,True
15891,,,,True
15892,,,,True
15893,,,,True
15894,0.051,50.0,0.051,True
15895,0.05,50.0,0.05,True
15896,,,,True
15897,,,,True
15898,,,,True
15899,0.077,32.0,0.077,True
15900,0.05,50.0,0.05,True
15901,,,,True
15902,,,,True
15903,,,,True
15904,,,,True
15905,,,,True
15906,,,,True
15907,,,,True
15908,,,,True
15909,,,,True
15910,,,,True
15911,,,,True
15912,,,,True
15913,,,,True
15914,,,,True
15915,,,,True
15916,,,,True
15917,,,,True
15918,,,,True
15919,,,,True
15920,,,,True
15921,,,,True
15922,,,,True
15923,,,,True
15924,,,,True
15925,,,,True
15926,,,,True
15927,,,,True
15928,,,,True
15929,,,,True
15930,,,,True
15931,,,,True
15932,,,,True
15933,,,,True
15934,,,,True
15935,,,,True
15936,,,,True
15937,,,,True
15938,,,,True
15939,,,,True
15940,,,,True
15941,,,,True
15942,,,,True
15943,,,,True
15944,,,,True
15945,,,,True
15946,,,,True
15947,,,,True
15948,,,,True
15949,,,,True
15950,,,,True
15951,,,,True
15952,,,,True
15953,,,,True
15954,,,,True
15955,,,,True
15956,,,,True
15957,,,,True
15958,,,,True
15959,,,,True
15960,,,,True
15961,,,,True
15962,,,,True
15963,,,,True
15964,,,,True
15965,,,,True
15966,,,,True
15967,,,,True
15968,,,,True
15969,,,,True
15970,,,,True
15971,,,,True
15972,,,,True
15973,,,,True
15974,,,,True
15975,,,,True
15976,,,,True
15977,,,,True
15978,,,,True
15979,,,,True
15980,,,,True
15981,,,,True
15982,,,,True
15983,,,,True
15984,,,,True
15985,,,,True
15986,,,,True
15987,,,,True
15988,,,,True
15989,,,,True
15990,,,,True
15991,,,,True
15992,,,,True
15993,,,,True
15994,,,,True
15995,,,,True
15996,,,,True
15997,,,,True
15998,,,,True
15999,,,,True
16000,,,,True
16001,,,,True
16002,,,,True
16003,,,,True
16004,,,,True
16005,,,,True
16006,,,,True
16007,,,,True
16008,,,,True
16009,,,,True
16010,,,,True
16011,,,,True
16012,,,,True
16013,,,,True
16014,,,,True
16015,,,,True
16016,,,,True
16017,,,,True
16018,,,,True
16019,,,,True
16020,,,,True
16021,,,,True
16022,,,,True
16023,,,,True
16024,,,,True
16025,,,,True
16026,,,,True
16027,,,,True
16028,,,,True
16029,,,,True
16030,,,,True
16031,,,,True
16032,,,,True
16033,,,,True
16034,,,,True
16035,,,,True
16036,,,,True
16037,,,,True
16038,,,,True
16039,,,,True
16040,,,,True
16041,,,,True
16042,,,,True
16043,,,,True
16044,,,,True
16045,,,,True
16046,,,,True
16047,,,,True
16048,,,,True
16049,,,,True
16050,,,,True
16051,,,,True
16052,,,,True
16053,,,,True
16054,,,,True
16055,,,,True
16056,,,,True
16057,,,,True
16058,,,,True
16059,,,,True
16060,,,,True
16061,,,,True
16062,,,,True
16063,,,,True
16064,,,,True
16065,,,,True
16066,,,,True
16067,,,,True
16068,,,,True
16069,0.022,50.0,0.022,True
16070,0.009,50.0,0.009,True
16071,,,,True
16072,,,,True
16073,,,,True
16074,0.092,15.0,0.092,True
16075,0.043,50.0,0.043,True
16076,,,,True
16077,,,,True
16078,,,,True
16079,0.038,50.0,0.038,True
16080,0.046,50.0,0.046,True
16081,,,,True
16082,,,,True
16083,,,,True
16084,0.034,50.0,0.034,True
16085,0.05,50.0,0.05,True
16086,,,,True
16087,,,,True
16088,,,,True
16089,0.05,50.0,0.05,True
16090,0.058,50.0,0.058,True
16091,,,,True
16092,,,,True
16093,,,,True
16094,0.128,9.0,0.128,True
16095,0.041,50.0,0.041,True
16096,,,,True
16097,,,,True
16098,,,,True
16099,0.043,50.0,0.043,True
16100,0.181,4.0,0.181,True
16101,,,,True
16102,,,,True
16103,,,,True
16104,0.029,50.0,0.029,True
16105,0.032,50.0,0.032,True
16106,,,,True
16107,,,,True
16108,,,,True
16109,0.03,50.0,0.03,True
16110,0.025,50.0,0.025,True
16111,,,,True
16112,,,,True
16113,,,,True
16114,0.077,32.0,0.077,True
16115,0.042,50.0,0.042,True
16116,,,,True
16117,,,,True
16118,,,,True
16119,0.036,50.0,0.036,True
16120,0.019,50.0,0.019,True
16121,,,,True
16122,,,,True
16123,,,,True
16124,0.016,50.0,0.016,True
16125,0.022,50.0,0.022,True
16126,,,,True
16127,,,,True
16128,,,,True
16129,0.066,32.0,0.066,True
16130,0.041,50.0,0.041,True
16131,,,,True
16132,,,,True
16133,,,,True
16134,0.043,50.0,0.043,True
16135,0.035,50.0,0.035,True
16136,,,,True
16137,,,,True
16138,,,,True
16139,0.171,6.0,0.171,True
16140,0.071,32.0,0.071,True
16141,,,,True
16142,,,,True
16143,,,,True
16144,0.042,50.0,0.042,True
16145,0.052,50.0,0.052,True
16146,,,,True
16147,,,,True
16148,,,,True
16149,0.035,50.0,0.035,True
16150,0.069,32.0,0.069,True
16151,,,,True
16152,,,,True
16153,,,,True
16154,0.035,50.0,0.035,True
16155,0.033,50.0,0.033,True
16156,,,,True
16157,,,,True
16158,,,,True
16159,0.128,9.0,0.128,True
16160,0.046,50.0,0.046,True
16161,,,,True
16162,,,,True
16163,,,,True
16164,0.044,50.0,0.044,True
16165,0.042,50.0,0.042,True
16166,,,,True
16167,,,,True
16168,,,,True
16169,0.043,50.0,0.043,True
16170,0.179,4.0,0.179,True
16171,,,,True
16172,,,,True
16173,,,,True
16174,0.022,50.0,0.022,True
16175,0.022,50.0,0.022,True
16176,,,,True
16177,,,,True
16178,,,,True
16179,0.075,32.0,0.075,True
16180,0.058,50.0,0.058,True
16181,,,,True
16182,,,,True
16183,,,,True
16184,0.039,50.0,0.039,True
16185,0.022,50.0,0.022,True
16186,,,,True
16187,,,,True
16188,,,,True
16189,0.038,50.0,0.038,True
16190,0.023,50.0,0.023,True
16191,,,,True
16192,,,,True
16193,,,,True
16194,0.014,50.0,0.014,True
16195,0.018,50.0,0.018,True
16196,,,,True
16197,,,,True
16198,,,,True
16199,0.116,10.0,0.116,True
16200,0.051,50.0,0.051,True
16201,,,,True
16202,,,,True
16203,,,,True
16204,0.054,50.0,0.054,True
16205,0.064,32.0,0.064,True
16206,,,,True
16207,,,,True
16208,,,,True
16209,0.029,50.0,0.029,True
16210,0.064,32.0,0.064,True
16211,,,,True
16212,,,,True
16213,,,,True
16214,0.03,50.0,0.03,True
16215,0.031,50.0,0.031,True
16216,,,,True
16217,,,,True
16218,,,,True
16219,0.083,20.0,0.083,True
16220,0.018,50.0,0.018,True
16221,,,,True
16222,,,,True
16223,,,,True
16224,0.037,50.0,0.037,True
16225,0.043,50.0,0.043,True
16226,,,,True
16227,,,,True
16228,,,,True
16229,0.041,50.0,0.041,True
16230,0.038,50.0,0.038,True
16231,,,,True
16232,,,,True
16233,,,,True
16234,0.029,50.0,0.029,True
16235,0.2,4.0,0.2,True
16236,,,,True
16237,,,,True
16238,,,,True
16239,0.022,50.0,0.022,True
16240,0.026,50.0,0.026,True
16241,,,,True
16242,,,,True
16243,,,,True
16244,0.03,50.0,0.03,True
16245,0.019,50.0,0.019,True
16246,,,,True
16247,,,,True
16248,,,,True
16249,0.039,50.0,0.039,True
16250,0.018,50.0,0.018,True
16251,,,,True
16252,,,,True
16253,,,,True
16254,0.03,50.0,0.03,True
16255,0.014,50.0,0.014,True
16256,,,,True
16257,,,,True
16258,,,,True
16259,0.015,50.0,0.015,True
16260,0.023,50.0,0.023,True
16261,,,,True
16262,,,,True
16263,,,,True
16264,0.036,50.0,0.036,True
16265,0.117,8.0,0.117,True
16266,,,,True
16267,,,,True
16268,,,,True
16269,0.062,32.0,0.062,True
16270,0.04,50.0,0.04,True
16271,,,,True
16272,,,,True
16273,,,,True
16274,0.098,15.0,0.098,True
16275,0.029,50.0,0.029,True
16276,,,,True
16277,,,,True
16278,,,,True
16279,0.027,50.0,0.027,True
16280,0.022,50.0,0.022,True
16281,,,,True
16282,,,,True
16283,,,,True
16284,0.041,50.0,0.041,True
16285,0.048,50.0,0.048,True
16286,,,,True
16287,,,,True
16288,,,,True
16289,0.034,50.0,0.034,True
16290,0.035,50.0,0.035,True
16291,,,,True
16292,,,,True
16293,,,,True
16294,0.045,50.0,0.045,True
16295,0.49,1.0,0.49,True
16296,,,,True
16297,,,,True
16298,,,,True
16299,0.024,50.0,0.024,True
16300,0.025,50.0,0.025,True
16301,,,,True
16302,,,,True
16303,,,,True
16304,0.041,50.0,0.041,True
16305,0.034,50.0,0.034,True
16306,,,,True
16307,,,,True
16308,,,,True
16309,0.037,50.0,0.037,True
16310,0.025,50.0,0.025,True
16311,,,,True
16312,,,,True
16313,,,,True
16314,0.054,50.0,0.054,True
16315,0.029,50.0,0.029,True
16316,,,,True
16317,,,,True
16318,,,,True
16319,,,,True
16320,,,,True
16321,,,,True
16322,,,,True
16323,,,,True
16324,,,,True
16325,,,,True
16326,,,,True
16327,,,,True
16328,,,,True
16329,,,,True
16330,,,,True
16331,,,,True
16332,,,,True
16333,,,,True
16334,,,,True
16335,,,,True
16336,,,,True
16337,,,,True
16338,,,,True
16339,,,,True
16340,,,,True
16341,,,,True
16342,,,,True
16343,,,,True
16344,,,,True
16345,,,,True
16346,,,,True
16347,,,,True
16348,,,,True
16349,,,,True
16350,,,,True
16351,,,,True
16352,,,,True
16353,,,,True
16354,,,,True
16355,,,,True
16356,,,,True
16357,,,,True
16358,,,,True
16359,,,,True
16360,,,,True
16361,,,,True
16362,,,,True
16363,,,,True
16364,,,,True
16365,,,,True
16366,,,,True
16367,,,,True
16368,,,,True
16369,,,,True
16370,,,,True
16371,,,,True
16372,,,,True
16373,,,,True
16374,,,,True
16375,,,,True
16376,,,,True
16377,,,,True
16378,,,,True
16379,,,,True
16380,,,,True
16381,,,,True
16382,,,,True
16383,,,,True
16384,,,,True
16385,,,,True
16386,,,,True
16387,,,,True
16388,,,,True
16389,,,,True
16390,,,,True
16391,,,,True
16392,,,,True
16393,,,,True
16394,,,,True
16395,,,,True
16396,,,,True
16397,,,,True
16398,,,,True
16399,,,,True
16400,,,,True
16401,,,,True
16402,,,,True
16403,,,,True
16404,,,,True
16405,,,,True
16406,,,,True
16407,,,,True
16408,,,,True
16409,,,,True
16410,,,,True
16411,,,,True
16412,,,,True
16413,,,,True
16414,,,,True
16415,,,,True
16416,,,,True
16417,,,,True
16418,,,,True
16419,,,,True
16420,,,,True
16421,,,,True
16422,,,,True
16423,,,,True
16424,,,,True
16425,,,,True
16426,,,,True
16427,,,,True
16428,,,,True
16429,,,,True
16430,,,,True
16431,,,,True
16432,,,,True
16433,,,,True
16434,,,,True
16435,,,,True
16436,,,,True
16437,,,,True
16438,,,,True
16439,,,,True
16440,,,,True
16441,,,,True
16442,,,,True
16443,,,,True
16444,,,,True
16445,,,,True
16446,,,,True
16447,,,,True
16448,,,,True
16449,,,,True
16450,,,,True
16451,,,,True
16452,,,,True
16453,,,,True
16454,0.051,50.0,0.051,True
16455,0.045,50.0,0.045,True
16456,,,,True
16457,,,,True
16458,,,,True
16459,0.547,0.3,0.547,True
16460,0.058,50.0,0.058,True
16461,,,,True
16462,,,,True
16463,,,,True
16464,0.045,50.0,0.045,True
16465,0.043,50.0,0.043,True
16466,,,,True
16467,,,,True
16468,,,,True
16469,0.036,50.0,0.036,True
16470,0.085,20.0,0.085,True
16471,,,,True
16472,,,,True
16473,,,,True
16474,0.019,50.0,0.019,True
16475,0.015,50.0,0.015,True
16476,,,,True
16477,,,,True
16478,,,,True
16479,0.006,50.0,0.006,True
16480,0.019,50.0,0.019,True
16481,,,,True
16482,,,,True
16483,,,,True
16484,0.014,50.0,0.014,True
16485,0.011,50.0,0.011,True
16486,,,,True
16487,,,,True
16488,,,,True
16489,0.023,50.0,0.023,True
16490,0.032,50.0,0.032,True
16491,,,,True
16492,,,,True
16493,,,,True
16494,0.037,50.0,0.037,True
16495,0.024,50.0,0.024,True
16496,,,,True
16497,,,,True
16498,,,,True
16499,0.024,50.0,0.024,True
16500,0.027,50.0,0.027,True
16501,,,,True
16502,,,,True
16503,,,,True
16504,0.05,50.0,0.05,True
16505,0.072,32.0,0.072,True
16506,,,,True
16507,,,,True
16508,,,,True
16509,0.064,32.0,0.064,True
16510,0.05,50.0,0.05,True
16511,,,,True
16512,,,,True
16513,,,,True
16514,0.038,50.0,0.038,True
16515,0.144,6.0,0.144,True
16516,,,,True
16517,,,,True
16518,,,,True
16519,0.066,32.0,0.066,True
16520,0.054,50.0,0.054,True
16521,,,,True
16522,,,,True
16523,,,,True
16524,0.067,32.0,0.067,True
16525,0.048,50.0,0.048,True
16526,,,,True
16527,,,,True
16528,,,,True
16529,0.086,20.0,0.086,True
16530,0.041,50.0,0.041,True
16531,,,,True
16532,,,,True
16533,,,,True
16534,0.03,50.0,0.03,True
16535,0.049,50.0,0.049,True
16536,,,,True
16537,,,,True
16538,,,,True
16539,0.016,50.0,0.016,True
16540,0.065,32.0,0.065,True
16541,,,,True
16542,,,,True
16543,,,,True
16544,-0.003,50.0,-0.003,True
16545,-0.007,50.0,-0.007,True
16546,,,,True
16547,,,,True
16548,,,,True
16549,0.018,50.0,0.018,True
16550,0.02,50.0,0.02,True
16551,,,,True
16552,,,,True
16553,,,,True
16554,0.019,50.0,0.019,True
16555,0.033,50.0,0.033,True
16556,,,,True
16557,,,,True
16558,,,,True
16559,0.029,50.0,0.029,True
16560,0.021,50.0,0.021,True
16561,,,,True
16562,,,,True
16563,,,,True
16564,0.032,50.0,0.032,True
16565,0.067,32.0,0.067,True
16566,,,,True
16567,,,,True
16568,,,,True
16569,0.051,50.0,0.051,True
16570,0.05,50.0,0.05,True
16571,,,,True
16572,,,,True
16573,,,,True
16574,0.066,32.0,0.066,True
16575,0.11,9.0,0.11,True
16576,,,,True
16577,,,,True
16578,,,,True
16579,0.03,50.0,0.03,True
16580,0.036,50.0,0.036,True
16581,,,,True
16582,,,,True
16583,,,,True
16584,0.166,6.0,0.166,True
16585,0.036,50.0,0.036,True
16586,,,,True
16587,,,,True
16588,,,,True
16589,0.043,50.0,0.043,True
16590,0.031,50.0,0.031,True
16591,,,,True
16592,,,,True
16593,,,,True
16594,0.022,50.0,0.022,True
16595,0.381,1.5,0.381,True
16596,,,,True
16597,,,,True
16598,,,,True
16599,0.003,50.0,0.003,True
16600,0.006,50.0,0.006,True
16601,,,,True
16602,,,,True
16603,,,,True
16604,0.001,50.0,0.001,True
16605,-0.002,50.0,-0.002,True
16606,,,,True
16607,,,,True
16608,,,,True
16609,0.008,50.0,0.008,True
16610,0.011,50.0,0.011,True
16611,,,,True
16612,,,,True
16613,,,,True
16614,0.012,50.0,0.012,True
16615,0.019,50.0,0.019,True
16616,,,,True
16617,,,,True
16618,,,,True
16619,0.053,50.0,0.053,True
16620,0.042,50.0,0.042,True
16621,,,,True
16622,,,,True
16623,,,,True
16624,0.024,50.0,0.024,True
16625,0.026,50.0,0.026,True
16626,,,,True
16627,,,,True
16628,,,,True
16629,0.048,50.0,0.048,True
16630,0.095,15.0,0.095,True
16631,,,,True
16632,,,,True
16633,,,,True
16634,0.033,50.0,0.033,True
16635,0.038,50.0,0.038,True
16636,,,,True
16637,,,,True
16638,,,,True
16639,0.084,20.0,0.084,True
16640,0.041,50.0,0.041,True
16641,,,,True
16642,,,,True
16643,,,,True
16644,0.041,50.0,0.041,True
16645,0.072,32.0,0.072,True
16646,,,,True
16647,,,,True
16648,,,,True
16649,0.023,50.0,0.023,True
16650,0.053,50.0,0.053,True
16651,,,,True
16652,,,,True
16653,,,,True
16654,0.022,50.0,0.022,True
16655,0.021,50.0,0.021,True
16656,,,,True
16657,,,,True
16658,,,,True
16659,0.005,50.0,0.005,True
16660,0.004,50.0,0.004,True
16661,,,,True
16662,,,,True
16663,,,,True
16664,0.011,50.0,0.011,True
16665,0.016,50.0,0.016,True
16666,,,,True
16667,,,,True
16668,,,,True
16669,0.04,50.0,0.04,True
16670,0.109,9.0,0.109,True
16671,,,,True
16672,,,,True
16673,,,,True
16674,0.082,20.0,0.082,True
16675,0.031,50.0,0.031,True
16676,,,,True
16677,,,,True
16678,,,,True
16679,0.029,50.0,0.029,True
16680,0.099,15.0,0.099,True
16681,,,,True
16682,,,,True
16683,,,,True
16684,,,,True
16685,,,,True
16686,,,,True
16687,,,,True
16688,,,,True
16689,,,,True
16690,,,,True
16691,,,,True
16692,,,,True
16693,,,,True
16694,,,,True
16695,,,,True
16696,,,,True
16697,,,,True
16698,,,,True
16699,,,,True
16700,,,,True
16701,,,,True
16702,,,,True
16703,,,,True
16704,,,,True
16705,,,,True
16706,,,,True
16707,,,,True
16708,,,,True
16709,,,,True
16710,,,,True
16711,,,,True
16712,,,,True
16713,,,,True
16714,,,,True
16715,,,,True
16716,,,,True
16717,,,,True
16718,,,,True
16719,,,,True
16720,,,,True
16721,,,,True
16722,,,,True
16723,,,,True
16724,,,,True
16725,,,,True
16726,,,,True
16727,,,,True
16728,,,,True
16729,,,,True
16730,,,,True
16731,,,,True
16732,,,,True
16733,,,,True
16734,,,,True
16735,,,,True
16736,,,,True
16737,,,,True
16738,,,,True
16739,,,,True
16740,,,,True
16741,,,,True
16742,,,,True
16743,,,,True
16744,,,,True
16745,,,,True
16746,,,,True
16747,,,,True
16748,,,,True
16749,,,,True
16750,,,,True
16751,,,,True
16752,,,,True
16753,,,,True
16754,,,,True
16755,,,,True
16756,,,,True
16757,,,,True
16758,,,,True
16759,,,,True
16760,,,,True
16761,,,,True
16762,,,,True
16763,,,,True
16764,,,,True
16765,,,,True
16766,,,,True
16767,,,,True
16768,,,,True
16769,,,,True
16770,,,,True
16771,,,,True
16772,,,,True
16773,,,,True
16774,,,,True
16775,,,,True
16776,,,,True
16777,,,,True
16778,,,,True
16779,,,,True
16780,,,,True
16781,,,,True
16782,,,,True
16783,,,,True
16784,,,,True
16785,,,,True
16786,,,,True
16787,,,,True
16788,,,,True
16789,,,,True
16790,,,,True
16791,,,,True
16792,,,,True
16793,,,,True
16794,,,,True
16795,,,,True
16796,,,,True
16797,,,,True
16798,,,,True
16799,,,,True
16800,,,,True
16801,,,,True
16802,,,,True
16803,,,,True
16804,0.055,50.0,0.055,True
16805,0.063,32.0,0.063,True
16806,,,,True
16807,,,,True
16808,,,,True
16809,0.087,20.0,0.087,True
16810,0.04,50.0,0.04,True
16811,,,,True
16812,,,,True
16813,,,,True
16814,0.062,32.0,0.062,True
16815,0.043,50.0,0.043,True
16816,,,,True
16817,,,,True
16818,,,,True
16819,0.072,32.0,0.072,True
16820,0.01,50.0,0.01,True
16821,,,,True
16822,,,,True
16823,,,,True
16824,-0.01,50.0,-0.01,True
16825,0.034,50.0,0.034,True
16826,,,,True
16827,,,,True
16828,,,,True
16829,0.062,32.0,0.062,True
16830,-0.005,50.0,-0.005,True
16831,,,,True
16832,,,,True
16833,,,,True
16834,-0.002,50.0,-0.002,True
16835,-0.011,50.0,-0.011,True
16836,,,,True
16837,,,,True
16838,,,,True
16839,0.001,50.0,0.001,True
16840,0.081,20.0,0.081,True
16841,,,,True
16842,,,,True
16843,,,,True
16844,0.048,50.0,0.048,True
16845,0.051,50.0,0.051,True
16846,,,,True
16847,,,,True
16848,,,,True
16849,0.082,20.0,0.082,True
16850,0.05,50.0,0.05,True
16851,,,,True
16852,,,,True
16853,,,,True
16854,0.415,1.0,0.415,True
16855,0.025,50.0,0.025,True
16856,,,,True
16857,,,,True
16858,,,,True
16859,0.002,50.0,0.002,True
16860,-0.003,50.0,-0.003,True
16861,,,,True
16862,,,,True
16863,,,,True
16864,0.008,50.0,0.008,True
16865,0.01,50.0,0.01,True
16866,,,,True
16867,,,,True
16868,,,,True
16869,-0.02,50.0,-0.02,True
16870,-0.024,50.0,-0.024,True
16871,,,,True
16872,,,,True
16873,,,,True
16874,0.0,50.0,0.0,True
16875,-0.004,50.0,-0.004,True
16876,,,,True
16877,,,,True
16878,,,,True
16879,0.036,50.0,0.036,True
16880,0.075,20.0,0.075,True
16881,,,,True
16882,,,,True
16883,,,,True
16884,0.516,0.4,0.516,True
