bb_idx,MT_deepHLApan,WT_deepHLApan
2559,0.9601,0.9075
2560,0.9782,0.9845
2561,0.4213,0.5889
2562,0.5056,0.554
2563,0.9657,0.9178
2564,0.987,0.9891
2565,0.7356,0.7016
2566,0.5045,0.6306
2567,0.9518,0.7909
2568,0.9926,0.9891
2569,0.2844,0.1581
2570,0.4903,0.4767
2571,0.9801,0.953
2572,0.9944,0.989
2573,0.2262,0.1591
2574,0.5889,0.5287
2575,0.9867,0.9887
2576,0.9955,0.9927
2577,0.5019,0.5019
2578,0.7637,0.7637
2579,0.9777,0.9777
2580,0.9964,0.9964
2581,0.0077,0.0192
2582,0.275,0.1931
2583,0.959,0.8821
2584,0.9927,0.9796
2585,0.0324,0.0177
2586,0.1258,0.0425
2587,0.9641,0.8859
2588,0.9955,0.9843
2589,0.0592,0.1573
2590,0.0808,0.0763
2591,0.9285,0.8538
2592,0.9869,0.9785
2593,0.4409,0.3982
2594,0.3344,0.1535
2595,0.9043,0.6226
2596,0.9867,0.9744
2597,0.2871,0.1457
2598,0.0225,0.0221
2599,0.8634,0.7516
2600,0.9753,0.9718
2601,0.3569,0.4973
2602,0.4643,0.5357
2603,0.971,0.9236
2604,0.99,0.988
2605,0.3436,0.5493
2606,0.5301,0.5402
2607,0.9764,0.9133
2608,0.9888,0.9865
2609,0.5476,0.7115
2610,0.5601,0.7289
2611,0.9715,0.9348
2612,0.992,0.9917
2613,0.6391,0.6033
2614,0.4728,0.4982
2615,0.9382,0.7118
2616,0.9936,0.9877
2617,0.4555,0.2278
2618,0.5828,0.4995
2619,0.9872,0.9659
2620,0.9962,0.9919
2621,0.4178,0.2247
2622,0.8125,0.7319
2623,0.9924,0.9865
2624,0.9972,0.994
2625,0.0092,0.0046
2626,0.3617,0.1463
2627,0.9594,0.8676
2628,0.9954,0.9808
2629,0.0226,0.0552
2630,0.1491,0.047
2631,0.9527,0.9043
2632,0.9918,0.9846
2633,0.4378,0.3246
2634,0.5125,0.3623
2635,0.9778,0.8632
2636,0.9958,0.9913
2637,0.3067,0.2608
2638,0.0712,0.0861
2639,0.7115,0.6398
2640,0.9705,0.9666
2641,0.8104,0.8086
2642,0.8041,0.8177
2643,0.9612,0.8659
2644,0.996,0.9944
2645,0.5219,0.6144
2646,0.6183,0.7477
2647,0.9777,0.9131
2648,0.9947,0.989
2649,0.5078,0.6651
2650,0.6595,0.736
2651,0.9873,0.955
2652,0.9958,0.9931
2653,0.572,0.6764
2654,0.5995,0.6378
2655,0.9761,0.9173
2656,0.9954,0.9899
2657,0.8007,0.6926
2658,0.5849,0.6156
2659,0.964,0.7658
2660,0.9964,0.9904
2661,0.6402,0.3928
2662,0.8319,0.6455
2663,0.9931,0.9594
2664,0.9979,0.9922
2665,0.0199,0.0379
2666,0.4451,0.1479
2667,0.9667,0.9104
2668,0.9945,0.9861
2669,0.6906,0.689
2670,0.7892,0.771
2671,0.9917,0.9477
2672,0.9982,0.9975
2673,0.2791,0.3481
2674,0.216,0.1933
2675,0.9378,0.8437
2676,0.9934,0.988
2677,0.9359,0.9317
2678,0.9108,0.9511
2679,0.9781,0.8823
2680,0.9975,0.9952
2681,0.8697,0.8014
2682,0.895,0.8848
2683,0.9732,0.8721
2684,0.9975,0.9947
2685,0.728,0.7803
2686,0.743,0.8997
2687,0.9852,0.9334
2688,0.9969,0.9946
2689,0.5273,0.6422
2690,0.6931,0.6868
2691,0.9893,0.9521
2692,0.9964,0.9933
2693,0.7933,0.805
2694,0.7233,0.7569
2695,0.987,0.9512
2696,0.9961,0.9944
2697,0.919,0.7545
2698,0.8083,0.7684
2699,0.9794,0.7598
2700,0.998,0.9914
2701,0.6678,0.5711
2702,0.9265,0.8224
2703,0.9899,0.9356
2704,0.998,0.9956
2705,0.7728,0.7284
2706,0.7745,0.7543
2707,0.9835,0.9132
2708,0.9978,0.9961
2709,0.8706,0.8465
2710,0.9416,0.9021
2711,0.9929,0.9702
2712,0.9987,0.9943
2713,0.9234,0.9151
2714,0.9528,0.938
2715,0.9759,0.8773
2716,0.9972,0.9934
2717,0.9199,0.8994
2718,0.9535,0.9352
2719,0.9648,0.8865
2720,0.9979,0.9969
2721,0.7612,0.781
2722,0.8122,0.8968
2723,0.9878,0.9412
2724,0.9975,0.9954
2725,0.724,0.7265
2726,0.8234,0.7689
2727,0.9914,0.9689
2728,0.9967,0.9947
2729,0.8863,0.8109
2730,0.8812,0.8446
2731,0.9902,0.9181
2732,0.9975,0.995
2733,0.7887,0.7887
2734,0.9543,0.9543
2735,0.9978,0.9978
2736,0.9977,0.9977
2737,0.771,0.771
2738,0.8586,0.8586
2739,0.9967,0.9967
2740,0.9976,0.9976
2741,0.7211,0.7211
2742,0.5587,0.5587
2743,0.9893,0.9893
2744,0.9958,0.9958
2745,0.6295,0.6295
2746,0.3724,0.3724
2747,0.9774,0.9774
2748,0.9937,0.9937
2749,0.0695,0.1126
2750,0.4728,0.5964
2751,0.9875,0.9825
2752,0.991,0.9929
2753,0.0479,0.071
2754,0.5157,0.4871
2755,0.9859,0.9764
2756,0.989,0.9902
2757,0.0329,0.0435
2758,0.261,0.1816
2759,0.9869,0.9606
2760,0.9896,0.9839
2761,0.225,0.2714
2762,0.3436,0.2135
2763,0.9804,0.9617
2764,0.9827,0.9853
2765,0.4373,0.3061
2766,0.6371,0.5876
2767,0.9917,0.9855
2768,0.992,0.9892
2769,0.4977,0.3425
2770,0.6416,0.3986
2771,0.9727,0.9107
2772,0.9931,0.9864
2773,0.7173,0.7108
2774,0.656,0.2747
2775,0.9871,0.9608
2776,0.996,0.9913
2777,0.2413,0.2926
2778,0.8641,0.7624
2779,0.9884,0.9931
2780,0.9946,0.994
2781,0.4688,0.4688
2782,0.8633,0.8633
2783,0.9929,0.9929
2784,0.9948,0.9948
2785,0.4825,0.4825
2786,0.8937,0.8937
2787,0.9917,0.9917
2788,0.9942,0.9942
2789,0.763,0.763
2790,0.9454,0.9454
2791,0.9974,0.9974
2792,0.9974,0.9974
2793,0.7733,0.7733
2794,0.8471,0.8471
2795,0.9932,0.9932
2796,0.9965,0.9965
2797,0.576,0.576
2798,0.4777,0.4777
2799,0.9833,0.9833
2800,0.9934,0.9934
2801,0.4867,0.706
2802,0.3155,0.3484
2803,0.9761,0.9602
2804,0.9896,0.9922
2805,0.0823,0.1441
2806,0.4264,0.6486
2807,0.9846,0.982
2808,0.9888,0.9917
2809,0.1008,0.1083
2810,0.5667,0.4254
2811,0.9835,0.9684
2812,0.9887,0.9794
2813,0.229,0.4078
2814,0.3978,0.3487
2815,0.9889,0.9747
2816,0.983,0.9849
2817,0.2887,0.3027
2818,0.4791,0.2602
2819,0.976,0.9471
2820,0.9896,0.9878
2821,0.1945,0.1653
2822,0.529,0.5013
2823,0.9778,0.9834
2824,0.9912,0.987
2825,0.5087,0.4427
2826,0.6631,0.4155
2827,0.9856,0.9789
2828,0.9951,0.9918
2829,0.7246,0.6568
2830,0.8295,0.6208
2831,0.9753,0.9111
2832,0.9942,0.9911
2833,0.4225,0.3999
2834,0.8341,0.7372
2835,0.9866,0.9841
2836,0.9934,0.992
2837,0.4442,0.4442
2838,0.8335,0.8335
2839,0.9909,0.9909
2840,0.9931,0.9931
2841,0.8847,0.8847
2842,0.9722,0.9722
2843,0.9958,0.9958
2844,0.9972,0.9972
2845,0.63,0.63
2846,0.8106,0.8106
2847,0.9888,0.9888
2848,0.9942,0.9942
2849,0.3983,0.6346
2850,0.2872,0.62
2851,0.9707,0.9738
2852,0.9849,0.9917
2853,0.4836,0.781
2854,0.3144,0.3722
2855,0.9563,0.9518
2856,0.9857,0.9899
2857,0.1502,0.1307
2858,0.5189,0.4531
2859,0.9819,0.9636
2860,0.9883,0.9814
2861,0.3053,0.3665
2862,0.6383,0.6438
2863,0.9795,0.9706
2864,0.9797,0.9785
2865,0.3689,0.4135
2866,0.624,0.4953
2867,0.9841,0.9693
2868,0.9898,0.9898
2869,0.2767,0.2623
2870,0.4013,0.2694
2871,0.9598,0.9169
2872,0.9884,0.9848
2873,0.2656,0.1811
2874,0.4406,0.4827
2875,0.9824,0.9889
2876,0.9952,0.9938
2877,0.4232,0.383
2878,0.7066,0.5618
2879,0.9575,0.9287
2880,0.9941,0.9908
2881,0.7648,0.752
2882,0.8049,0.678
2883,0.9604,0.8744
2884,0.9926,0.9907
2885,0.4688,0.4038
2886,0.8395,0.744
2887,0.9825,0.9688
2888,0.9917,0.99
2889,0.7646,0.7646
2890,0.9284,0.9284
2891,0.9931,0.9931
2892,0.995,0.995
2893,0.5966,0.6587
2894,0.6091,0.8464
2895,0.9924,0.9846
2896,0.9933,0.9935
2897,0.4321,0.7503
2898,0.3978,0.6331
2899,0.9591,0.9709
2900,0.9837,0.9908
2901,0.5444,0.5528
2902,0.4826,0.3716
2903,0.8999,0.9066
2904,0.9869,0.9827
2905,0.4018,0.541
2906,0.6793,0.6998
2907,0.9842,0.9766
2908,0.9834,0.9833
2909,0.4586,0.4811
2910,0.7883,0.812
2911,0.9783,0.9662
2912,0.9904,0.991
2913,0.2561,0.2921
2914,0.5443,0.4795
2915,0.9209,0.8806
2916,0.987,0.9804
2917,0.2903,0.2827
2918,0.4781,0.3123
2919,0.9597,0.9534
2920,0.9901,0.9887
2921,0.3247,0.263
2922,0.7171,0.821
2923,0.9587,0.9798
2924,0.9949,0.9938
2925,0.5046,0.4842
2926,0.6959,0.6388
2927,0.9443,0.8868
2928,0.9926,0.9933
2929,0.7884,0.7462
2930,0.8662,0.7042
2931,0.9265,0.8273
2932,0.9922,0.9887
2933,0.7425,0.8794
2934,0.9313,0.9737
2935,0.9908,0.9929
2936,0.9926,0.9964
2937,0.6397,0.8136
2938,0.6904,0.8828
2939,0.9874,0.989
2940,0.9923,0.994
2941,0.5137,0.5252
2942,0.544,0.4887
2943,0.8564,0.817
2944,0.9855,0.982
2945,0.8384,0.801
2946,0.7586,0.809
2947,0.9191,0.9091
2948,0.991,0.9879
2949,0.6085,0.5928
2950,0.8091,0.8853
2951,0.9833,0.9738
2952,0.9937,0.993
2953,0.4702,0.4275
2954,0.6813,0.8454
2955,0.9018,0.8805
2956,0.9914,0.9857
2957,0.2985,0.3677
2958,0.5375,0.5499
2959,0.9345,0.9274
2960,0.9933,0.9935
2961,0.4321,0.412
2962,0.6336,0.7131
2963,0.9392,0.9158
2964,0.9943,0.9922
2965,0.3535,0.3289
2966,0.736,0.8124
2967,0.9548,0.9582
2968,0.9945,0.9948
2969,0.6593,0.5068
2970,0.7841,0.6835
2971,0.9352,0.82
2972,0.9911,0.9907
2973,0.7805,0.8826
2974,0.9387,0.9695
2975,0.986,0.9921
2976,0.9932,0.9959
2977,0.73,0.7893
2978,0.8052,0.8952
2979,0.9427,0.9358
2980,0.9904,0.9866
2981,0.7402,0.8125
2982,0.7403,0.8686
2983,0.8936,0.8734
2984,0.9913,0.991
2985,0.8962,0.8792
2986,0.8233,0.9043
2987,0.9167,0.9027
2988,0.9952,0.994
2989,0.5005,0.5061
2990,0.7279,0.8942
2991,0.8737,0.8667
2992,0.9917,0.9878
2993,0.4647,0.4751
2994,0.6575,0.8006
2995,0.9083,0.9273
2996,0.9929,0.9934
2997,0.2988,0.2845
2998,0.6187,0.7522
2999,0.8719,0.8618
3000,0.9923,0.9899
3001,0.449,0.4272
3002,0.7006,0.7595
3003,0.8973,0.8643
3004,0.9933,0.993
3005,0.4705,0.3848
3006,0.7866,0.8545
3007,0.9454,0.9409
3008,0.9938,0.9932
3009,0.8227,0.8285
3010,0.9665,0.9681
3011,0.9449,0.939
3012,0.9941,0.9919
3013,0.8427,0.8553
3014,0.8954,0.9429
3015,0.9333,0.9334
3016,0.9922,0.9902
3017,0.774,0.7956
3018,0.8039,0.9005
3019,0.8776,0.8485
3020,0.9925,0.9913
3021,0.8164,0.8088
3022,0.817,0.9049
3023,0.8074,0.7745
3024,0.9922,0.989
3025,0.4763,0.3941
3026,0.7219,0.8321
3027,0.8518,0.851
3028,0.9927,0.9914
3029,0.4083,0.4329
3030,0.7671,0.8866
3031,0.9108,0.9157
3032,0.9943,0.9927
3033,0.408,0.4468
3034,0.7169,0.8201
3035,0.8076,0.7744
3036,0.9933,0.9914
3037,0.499,0.5061
3038,0.8174,0.8621
3039,0.8458,0.7889
3040,0.9946,0.9924
3041,0.4325,0.4325
3042,0.8968,0.8968
3043,0.9515,0.9515
3044,0.411,0.411
3045,0.9307,0.9307
3046,0.9545,0.9545
3047,0.6937,0.6937
3048,0.963,0.963
3049,0.9607,0.9607
3050,0.694,0.694
3051,0.9628,0.9628
3052,0.9683,0.9683
3053,0.5855,0.5855
3054,0.9287,0.9287
3055,0.9583,0.9583
3056,0.5793,0.5793
3057,0.8147,0.8147
3058,0.9218,0.9218
3059,0.7601,0.7601
3060,0.9511,0.9511
3061,0.971,0.971
3062,0.5692,0.5602
3063,0.9311,0.8902
3064,0.9586,0.8854
3065,0.7425,0.7253
3066,0.9702,0.9574
3067,0.9445,0.9697
3068,0.6803,0.8052
3069,0.9583,0.9738
3070,0.9055,0.9764
3071,0.716,0.8329
3072,0.9735,0.9776
3073,0.9575,0.993
3074,0.7936,0.878
3075,0.9798,0.9839
3076,0.9833,0.995
3077,0.7252,0.6658
3078,0.97,0.9642
3079,0.9524,0.9788
3080,0.3626,0.3626
3081,0.8774,0.8774
3082,0.9613,0.9613
3083,0.4381,0.4381
3084,0.9373,0.9373
3085,0.953,0.953
3086,0.6087,0.6087
3087,0.9458,0.9458
3088,0.9631,0.9631
3089,0.5969,0.5969
3090,0.9343,0.9343
3091,0.9648,0.9648
3092,0.5711,0.5711
3093,0.8969,0.8969
3094,0.9604,0.9604
3095,0.6048,0.6048
3096,0.8502,0.8502
3097,0.9417,0.9417
3098,0.7914,0.7234
3099,0.9511,0.9348
3100,0.9866,0.9661
3101,0.5389,0.5498
3102,0.9106,0.912
3103,0.9355,0.9343
3104,0.6097,0.7589
3105,0.9494,0.97
3106,0.8952,0.9703
3107,0.7149,0.8602
3108,0.9645,0.9802
3109,0.9586,0.993
3110,0.7998,0.8572
3111,0.9804,0.9812
3112,0.9749,0.9938
3113,0.763,0.7934
3114,0.9663,0.9703
3115,0.9604,0.9824
3116,0.4,0.4
3117,0.8928,0.8928
3118,0.9587,0.9587
3119,0.4214,0.4214
3120,0.8969,0.8969
3121,0.9543,0.9543
3122,0.4771,0.4771
3123,0.8964,0.8964
3124,0.9717,0.9717
3125,0.6013,0.6013
3126,0.9033,0.9033
3127,0.9679,0.9679
3128,0.6603,0.6603
3129,0.912,0.912
3130,0.9624,0.9624
3131,0.6228,0.5728
3132,0.9108,0.8384
3133,0.9767,0.9308
3134,0.7691,0.7638
3135,0.9499,0.941
3136,0.9789,0.9794
3137,0.403,0.5739
3138,0.8618,0.89
3139,0.9101,0.9485
3140,0.6987,0.8395
3141,0.9665,0.981
3142,0.9458,0.9906
3143,0.773,0.8813
3144,0.9717,0.9841
3145,0.9661,0.9924
3146,0.7026,0.7896
3147,0.9616,0.9652
3148,0.9524,0.9808
3149,0.3786,0.3786
3150,0.8439,0.8439
3151,0.9663,0.9663
3152,0.3273,0.3273
3153,0.8082,0.8082
3154,0.9632,0.9632
3155,0.4969,0.4969
3156,0.8963,0.8963
3157,0.9778,0.9778
3158,0.6396,0.6396
3159,0.9254,0.9254
3160,0.9727,0.9727
3161,0.6926,0.6173
3162,0.9499,0.8942
3163,0.9875,0.9605
3164,0.6,0.5547
3165,0.8901,0.8501
3166,0.9698,0.9572
3167,0.6327,0.6939
3168,0.885,0.9123
3169,0.9701,0.986
3170,0.5248,0.5835
3171,0.8571,0.9024
3172,0.9448,0.9712
3173,0.7755,0.8762
3174,0.9738,0.9868
3175,0.9536,0.9902
3176,0.6733,0.7564
3177,0.9586,0.9627
3178,0.9274,0.9741
3179,0.2799,0.2799
3180,0.7457,0.7457
3181,0.964,0.964
3182,0.2964,0.2964
3183,0.8298,0.8298
3184,0.9766,0.9766
3185,0.5379,0.5379
3186,0.8735,0.8735
3187,0.9816,0.9816
3188,0.695,0.6073
3189,0.9503,0.9089
3190,0.9884,0.9757
3191,0.6003,0.5961
3192,0.9353,0.9148
3193,0.9801,0.9742
3194,0.4241,0.4822
3195,0.8303,0.8159
3196,0.9617,0.9695
3197,0.6131,0.6479
3198,0.8593,0.8783
3199,0.9796,0.9885
3200,0.6086,0.6685
3201,0.9072,0.9312
3202,0.9718,0.978
3203,0.717,0.8067
3204,0.9562,0.9778
3205,0.9333,0.9855
3206,0.2729,0.2729
3207,0.7512,0.7512
3208,0.9748,0.9748
3209,0.3098,0.3098
3210,0.7725,0.7725
3211,0.9854,0.9854
3212,0.486,0.4999
3213,0.8799,0.8433
3214,0.9869,0.9844
3215,0.6507,0.5914
3216,0.9391,0.9113
3217,0.9868,0.9846
3218,0.4565,0.5001
3219,0.8758,0.8792
3220,0.9749,0.9846
3221,0.3038,0.4514
3222,0.7859,0.7791
3223,0.9794,0.9878
3224,0.6445,0.6866
3225,0.898,0.9079
3226,0.9838,0.9892
3227,0.5537,0.6064
3228,0.8885,0.8946
3229,0.9596,0.9716
3230,0.2741,0.2741
3231,0.6376,0.6376
3232,0.9825,0.9825
3233,0.1995,0.3898
3234,0.6052,0.758
3235,0.9866,0.9902
3236,0.4927,0.5072
3237,0.8804,0.8343
3238,0.9927,0.9914
3239,0.465,0.5517
3240,0.8565,0.8805
3241,0.9849,0.9929
3242,0.5125,0.5712
3243,0.8834,0.8955
3244,0.9846,0.9925
3245,0.3944,0.5233
3246,0.7883,0.8256
3247,0.9824,0.99
3248,0.524,0.636
3249,0.8544,0.8622
3250,0.9815,0.9904
3251,0.2667,0.2667
3252,0.7883,0.7883
3253,0.8966,0.8966
3254,0.3845,0.3845
3255,0.7499,0.7499
3256,0.8728,0.8728
3257,0.5298,0.5298
3258,0.8476,0.8476
3259,0.9744,0.9744
3260,0.6133,0.6133
3261,0.8783,0.8783
3262,0.9736,0.9736
3263,0.6089,0.6089
3264,0.8124,0.8124
3265,0.9786,0.9786
3266,0.5388,0.5388
3267,0.8474,0.8474
3268,0.971,0.971
3269,0.3709,0.3709
3270,0.6732,0.6732
3271,0.9214,0.9214
3272,0.4647,0.4647
3273,0.8626,0.8626
3274,0.948,0.948
3275,0.3723,0.3723
3276,0.8207,0.8207
3277,0.8839,0.8839
3278,0.384,0.384
3279,0.9284,0.9284
3280,0.954,0.954
3281,0.3095,0.3095
3282,0.8625,0.8625
3283,0.9438,0.9438
3284,0.331,0.3161
3285,0.9117,0.8572
3286,0.9346,0.8774
3287,0.3001,0.2395
3288,0.8505,0.8307
3289,0.8056,0.8217
3290,0.3881,0.3104
3291,0.8928,0.8724
3292,0.9132,0.8919
3293,0.2933,0.2616
3294,0.8481,0.8477
3295,0.7707,0.813
3296,0.1922,0.2595
3297,0.7342,0.8125
3298,0.7165,0.7322
3299,0.2679,0.2705
3300,0.8664,0.8127
3301,0.841,0.8488
3302,0.6873,0.4797
3303,0.9348,0.8848
3304,0.9754,0.9398
3305,0.6906,0.5963
3306,0.9095,0.8716
3307,0.9785,0.9461
3308,0.6625,0.6625
3309,0.9045,0.9045
3310,0.8868,0.8868
3311,0.3446,0.3446
3312,0.711,0.711
3313,0.8772,0.8772
3314,0.486,0.486
3315,0.8382,0.8382
3316,0.945,0.945
3317,0.5785,0.5785
3318,0.8105,0.8105
3319,0.9625,0.9625
3320,0.513,0.513
3321,0.7617,0.7617
3322,0.921,0.921
3323,0.5876,0.5876
3324,0.8305,0.8305
3325,0.9812,0.9812
3326,0.4734,0.4734
3327,0.7386,0.7386
3328,0.9692,0.9692
3329,0.393,0.393
3330,0.7317,0.7317
3331,0.9425,0.9425
3332,0.3613,0.3613
3333,0.8523,0.8523
3334,0.9095,0.9095
3335,0.3492,0.3492
3336,0.8198,0.8198
3337,0.918,0.918
3338,0.4524,0.4524
3339,0.9233,0.9233
3340,0.9626,0.9626
3341,0.2412,0.3154
3342,0.8389,0.8044
3343,0.9386,0.8833
3344,0.3316,0.2228
3345,0.8941,0.8179
3346,0.8582,0.8379
3347,0.3835,0.2495
3348,0.9032,0.8475
3349,0.8907,0.8683
3350,0.3244,0.3078
3351,0.9113,0.8779
3352,0.9197,0.9282
3353,0.1767,0.2558
3354,0.7545,0.7454
3355,0.7083,0.6947
3356,0.2771,0.2959
3357,0.795,0.8249
3358,0.7665,0.7468
3359,0.5387,0.332
3360,0.8955,0.7616
3361,0.9473,0.8681
3362,0.7203,0.6431
3363,0.8231,0.8558
3364,0.9877,0.9693
3365,0.708,0.6557
3366,0.9358,0.9044
3367,0.9606,0.8437
3368,0.3916,0.3916
3369,0.6826,0.6826
3370,0.9495,0.9495
3371,0.5604,0.5604
3372,0.788,0.788
3373,0.9072,0.9072
3374,0.4818,0.4818
3375,0.7192,0.7192
3376,0.934,0.934
3377,0.4587,0.4587
3378,0.7491,0.7491
3379,0.9564,0.9564
3380,0.5847,0.5847
3381,0.8013,0.8013
3382,0.984,0.984
3383,0.477,0.477
3384,0.7871,0.7871
3385,0.9677,0.9677
3386,0.304,0.304
3387,0.6742,0.6742
3388,0.9063,0.9063
3389,0.3726,0.3726
3390,0.8522,0.8522
3391,0.9463,0.9463
3392,0.3703,0.3703
3393,0.827,0.827
3394,0.9334,0.9334
3395,0.3671,0.4037
3396,0.9155,0.8166
3397,0.9688,0.885
3398,0.2551,0.2138
3399,0.8512,0.7522
3400,0.8691,0.8298
3401,0.4231,0.2626
3402,0.9048,0.8116
3403,0.9085,0.8496
3404,0.2999,0.2154
3405,0.8858,0.7944
3406,0.9042,0.8066
3407,0.2012,0.3271
3408,0.8411,0.831
3409,0.8508,0.9005
3410,0.2415,0.2844
3411,0.8077,0.7867
3412,0.7527,0.7513
3413,0.6014,0.36
3414,0.9303,0.8031
3415,0.9505,0.8547
3416,0.5702,0.4707
3417,0.8423,0.8461
3418,0.9723,0.9192
3419,0.785,0.7148
3420,0.9627,0.9525
3421,0.983,0.9149
3422,0.4348,0.4348
3423,0.6105,0.6105
3424,0.9171,0.9171
3425,0.4956,0.4956
3426,0.7247,0.7247
3427,0.9238,0.9238
3428,0.4616,0.4616
3429,0.6973,0.6973
3430,0.9514,0.9514
3431,0.4877,0.4877
3432,0.7267,0.7267
3433,0.9401,0.9401
3434,0.5693,0.5693
3435,0.7999,0.7999
3436,0.9817,0.9817
3437,0.3775,0.3775
3438,0.7221,0.7221
3439,0.9347,0.9347
3440,0.3024,0.3024
3441,0.6178,0.6178
3442,0.9358,0.9358
3443,0.3596,0.3596
3444,0.8213,0.8213
3445,0.9433,0.9433
3446,0.2978,0.353
3447,0.7475,0.7537
3448,0.9425,0.8407
3449,0.3709,0.3422
3450,0.9182,0.8275
3451,0.9652,0.8287
3452,0.3496,0.2882
3453,0.8674,0.7756
3454,0.9226,0.8915
3455,0.3423,0.2573
3456,0.8797,0.74
3457,0.9163,0.8715
3458,0.2522,0.216
3459,0.8187,0.7821
3460,0.874,0.7881
3461,0.263,0.3412
3462,0.8809,0.8381
3463,0.8785,0.8964
3464,0.5721,0.3231
3465,0.8935,0.7837
3466,0.9481,0.8604
3467,0.7109,0.5123
3468,0.9035,0.8467
3469,0.9824,0.9617
3470,0.7392,0.5475
3471,0.9666,0.905
3472,0.9676,0.8797
3473,0.3459,0.3459
3474,0.5792,0.5792
3475,0.9829,0.9829
3476,0.4848,0.4848
3477,0.7104,0.7104
3478,0.9624,0.9624
3479,0.5088,0.5088
3480,0.734,0.734
3481,0.9478,0.9478
3482,0.4413,0.4413
3483,0.7141,0.7141
3484,0.9621,0.9621
3485,0.4528,0.4528
3486,0.7049,0.7049
3487,0.946,0.946
3488,0.3719,0.3719
3489,0.6564,0.6564
3490,0.9714,0.9714
3491,0.2617,0.2617
3492,0.5625,0.5625
3493,0.9338,0.9338
3494,0.3294,0.3807
3495,0.7257,0.6534
3496,0.9534,0.8533
3497,0.3229,0.2984
3498,0.7952,0.7716
3499,0.9529,0.8244
3500,0.4795,0.368
3501,0.9219,0.7908
3502,0.9741,0.8574
3503,0.2814,0.2639
3504,0.8649,0.7173
3505,0.9406,0.8721
3506,0.3871,0.2718
3507,0.8578,0.741
3508,0.9092,0.8758
3509,0.3262,0.2523
3510,0.8693,0.7519
3511,0.9241,0.8112
3512,0.6907,0.4063
3513,0.9555,0.8707
3514,0.9816,0.961
3515,0.6538,0.4892
3516,0.8815,0.8033
3517,0.9714,0.9608
3518,0.7713,0.6083
3519,0.9756,0.9288
3520,0.9807,0.902
3521,0.3229,0.3229
3522,0.538,0.538
3523,0.9766,0.9766
3524,0.4318,0.4318
3525,0.7313,0.7313
3526,0.9472,0.9472
3527,0.4365,0.4365
3528,0.7323,0.7323
3529,0.983,0.983
3530,0.2953,0.2953
3531,0.5726,0.5726
3532,0.9379,0.9379
3533,0.4591,0.4591
3534,0.6592,0.6592
3535,0.9578,0.9578
3536,0.2571,0.2571
3537,0.5521,0.5521
3538,0.9553,0.9553
3539,0.2516,0.2282
3540,0.4856,0.5113
3541,0.9411,0.8272
3542,0.3547,0.3667
3543,0.7584,0.7607
3544,0.9639,0.8565
3545,0.3564,0.2235
3546,0.7805,0.6274
3547,0.9646,0.8318
3548,0.3546,0.2495
3549,0.8781,0.6619
3550,0.9779,0.8912
3551,0.3719,0.342
3552,0.9043,0.8223
3553,0.9603,0.9491
3554,0.4288,0.3318
3555,0.9265,0.814
3556,0.9486,0.9304
3557,0.6928,0.4378
3558,0.9403,0.7852
3559,0.9655,0.9789
3560,0.637,0.4629
3561,0.8987,0.7775
3562,0.9826,0.9795
3563,0.6938,0.5425
3564,0.9593,0.9355
3565,0.9607,0.9651
3566,0.4058,0.4058
3567,0.5531,0.5531
3568,0.9694,0.9694
3569,0.3298,0.3298
3570,0.5888,0.5888
3571,0.9318,0.9318
3572,0.2678,0.2678
3573,0.5141,0.5141
3574,0.9558,0.9558
3575,0.2796,0.2796
3576,0.5628,0.5628
3577,0.9283,0.9283
3578,0.3742,0.3742
3579,0.5547,0.5547
3580,0.9656,0.9656
3581,0.2657,0.207
3582,0.4891,0.461
3583,0.952,0.9131
3584,0.2878,0.2307
3585,0.5409,0.5453
3586,0.9664,0.8937
3587,0.369,0.3208
3588,0.7033,0.6404
3589,0.9718,0.8892
3590,0.2549,0.2067
3591,0.6351,0.5058
3592,0.9678,0.9216
3593,0.3711,0.3571
3594,0.8451,0.8431
3595,0.9753,0.9692
3596,0.4783,0.3812
3597,0.9207,0.86
3598,0.9696,0.992
3599,0.5339,0.4941
3600,0.9069,0.7608
3601,0.959,0.9923
3602,0.666,0.4892
3603,0.889,0.765
3604,0.9687,0.9835
3605,0.7272,0.4776
3606,0.9469,0.7566
3607,0.9921,0.9808
3608,0.3065,0.3065
3609,0.9052,0.9052
3610,0.8446,0.8446
3611,0.2228,0.2228
3612,0.7468,0.7468
3613,0.7341,0.7341
3614,0.121,0.121
3615,0.4373,0.4373
3616,0.7361,0.7361
3617,0.3026,0.3026
3618,0.7401,0.7401
3619,0.7801,0.7801
3620,0.4229,0.4229
3621,0.7203,0.7203
3622,0.8623,0.8623
3623,0.2794,0.2794
3624,0.5719,0.5719
3625,0.7289,0.7289
3626,0.2547,0.2547
3627,0.5284,0.5284
3628,0.7841,0.7841
3629,0.3982,0.3982
3630,0.898,0.898
3631,0.9476,0.9476
3632,0.4351,0.4351
3633,0.9246,0.9246
3634,0.9796,0.9796
3635,0.6259,0.6259
3636,0.9477,0.9477
3637,0.9816,0.9816
3638,0.8248,0.8248
3639,0.9677,0.9677
3640,0.9938,0.9938
3641,0.7977,0.7977
3642,0.9611,0.9611
3643,0.9931,0.9931
3644,0.5594,0.4374
3645,0.9121,0.874
3646,0.9682,0.9464
3647,0.2242,0.2242
3648,0.7914,0.7914
3649,0.8145,0.8145
3650,0.167,0.167
